GEO_CODE,Total_households,Households_with_at_least_one_vars_or_vans,Per_cent_of_households_with_at_least_one_car_or_van
E02002442,2819,2290,0.812344803
E02002443,2353,2047,0.869953251
E02002444,2657,2107,0.792999624
E02002445,3057,2297,0.751390252
E02002446,2585,2093,0.80967118
E02002447,2721,1914,0.703417861
E02002448,3352,2232,0.665871122
E02002449,3230,2685,0.83126935
E02002450,2859,2250,0.786988458
E02002451,3049,2536,0.831748114
E02002452,3723,2365,0.635240398
E02002453,4171,2708,0.649244785
E02002454,3399,1857,0.546337158
E02002455,2552,1582,0.619905956
E02002456,2738,1952,0.712929145
E02002457,3252,1891,0.581488315
E02002458,3757,3002,0.799041789
E02002459,3934,2758,0.701067616
E02002460,3149,2530,0.80342966
E02002461,4173,3304,0.79175653
E02002462,3337,2521,0.755468984
E02002463,3651,2170,0.59435771
E02002464,3506,2281,0.650598973
E02002465,2850,1995,0.7
E02002466,4012,3098,0.77218345
E02002467,3611,2212,0.612572695
E02002468,2660,2141,0.804887218
E02002469,2423,1993,0.822534049
E02002470,2622,2339,0.892067124
E02002471,4499,3956,0.879306513
E02002472,2439,2141,0.877818778
E02002473,2722,2412,0.886113152
E02002474,2700,1870,0.692592593
E02002475,2573,2286,0.888457054
E02002476,2375,1505,0.633684211
E02002477,2699,2017,0.74731382
E02002478,2459,1942,0.789751932
E02002479,3693,2612,0.707284051
E02002480,2673,1782,0.666666667
E02002481,2672,1912,0.715568862
E02002482,2746,1919,0.698834669
E02002483,3847,3015,0.78372758
E02002484,4553,2354,0.517021744
E02002485,3474,1971,0.567357513
E02002487,2765,1385,0.500904159
E02002488,2512,2058,0.819267516
E02002489,3532,1804,0.510758777
E02002490,2857,1560,0.546027301
E02002491,2887,1668,0.577762383
E02002492,2924,1934,0.661422709
E02002493,2698,2234,0.828020756
E02002494,3399,1761,0.518093557
E02002496,4349,1740,0.400091975
E02002497,2815,1158,0.411367673
E02002498,3820,1391,0.364136126
E02002499,3005,1328,0.441930116
E02002500,2339,1490,0.637024369
E02002501,2228,1254,0.562836625
E02002502,4180,2001,0.478708134
E02002503,2567,1552,0.604596806
E02002504,3719,2906,0.781392848
E02002505,2531,1175,0.464243382
E02002506,2426,1229,0.506595218
E02002507,2498,2109,0.84427542
E02002508,2118,1752,0.827195467
E02002509,2343,1555,0.663679044
E02002510,2482,2093,0.843271555
E02002512,2205,2013,0.91292517
E02002513,3824,2583,0.675470711
E02002514,3827,2884,0.753592893
E02002515,3270,1845,0.564220183
E02002516,2432,1591,0.654194079
E02002517,2386,1573,0.659262364
E02002518,4510,3796,0.841685144
E02002519,3153,2023,0.641611164
E02002520,5772,4724,0.818433818
E02002521,2865,2048,0.714834206
E02002523,2716,1309,0.481958763
E02002524,2291,1765,0.770405936
E02002525,3772,2594,0.687698834
E02002526,3189,2485,0.779241141
E02002527,2254,1403,0.62244898
E02002529,2620,1838,0.701526718
E02002530,2881,2134,0.74071503
E02002532,2933,1901,0.648141834
E02002533,2437,2147,0.881001231
E02002534,2469,2232,0.904009721
E02002535,4062,3590,0.883801083
E02002536,4239,2886,0.680820948
E02002537,3673,2252,0.613122788
E02002538,2429,1761,0.724989708
E02002539,3517,3228,0.917827694
E02002540,2808,2368,0.843304843
E02002541,2870,2121,0.73902439
E02002542,3358,2045,0.608993448
E02002543,3356,1933,0.575983313
E02002544,3391,2044,0.602772044
E02002545,2294,1972,0.859633827
E02002546,3103,1842,0.593619078
E02002547,2765,2243,0.811211573
E02002548,4986,2317,0.464701163
E02002549,3361,2854,0.849152038
E02002550,2670,2037,0.762921348
E02002551,2739,1434,0.52354874
E02002552,2798,1940,0.693352395
E02002553,2585,1802,0.697098646
E02002554,2355,1435,0.609341826
E02002555,4137,3608,0.872129562
E02002556,2726,2591,0.950476889
E02002557,4792,4652,0.970784641
E02002558,4145,3680,0.887816647
E02002559,3646,3389,0.929511794
E02002560,2511,1983,0.789725209
E02002561,2507,2036,0.812126047
E02002562,2933,1694,0.577565632
E02002563,2343,1691,0.721724285
E02002564,4137,2797,0.676093788
E02002565,2667,1844,0.691413573
E02002566,3475,1741,0.501007194
E02002567,3209,1991,0.620442505
E02002568,2634,2174,0.825360668
E02002569,3912,3482,0.8900818
E02002570,3723,2163,0.580983078
E02002571,2758,1834,0.664974619
E02002572,2727,1714,0.62852952
E02002573,3488,3085,0.884461009
E02002574,2986,2663,0.891828533
E02002575,3732,3512,0.941050375
E02002576,3233,2318,0.716981132
E02002577,3287,2012,0.612108305
E02002578,3207,2289,0.713751169
E02002579,3193,2117,0.663012841
E02002580,3426,1832,0.534734384
E02002581,3108,2592,0.833976834
E02002582,3103,2960,0.953915566
E02002583,3093,1681,0.543485289
E02002584,3089,2384,0.7717708
E02002585,4897,3575,0.730038799
E02002586,4060,2453,0.604187192
E02002587,2919,2020,0.692017814
E02002588,3245,2016,0.621263482
E02002589,2734,2508,0.917337235
E02002590,2525,2316,0.917227723
E02002591,2772,2404,0.867243867
E02002592,2557,2243,0.877199844
E02002593,2367,1944,0.821292776
E02002594,2472,1910,0.772653722
E02002595,3409,2053,0.602229393
E02002596,3538,3061,0.865178067
E02002597,3837,2411,0.628355486
E02002598,2892,2715,0.93879668
E02002599,4129,3697,0.895374183
E02002600,4104,2821,0.687378168
E02002601,3343,2833,0.847442417
E02002602,3166,1902,0.600758054
E02002603,2862,2565,0.896226415
E02002604,3141,2855,0.908946195
E02002605,3742,3240,0.865847141
E02002606,4930,3266,0.662474645
E02002607,4868,3279,0.67358258
E02002608,3526,3084,0.874645491
E02002609,3731,2605,0.698204235
E02002610,5171,4695,0.907948173
E02002611,3253,2891,0.888718106
E02002612,4009,3390,0.845597406
E02002613,2402,2265,0.942964197
E02002614,2394,2286,0.954887218
E02002615,3952,3049,0.771508097
E02002616,2941,2519,0.856511391
E02002617,2668,1725,0.646551724
E02002618,2143,1545,0.720951937
E02002619,3057,1882,0.615636245
E02002620,3225,1595,0.494573643
E02002621,2610,1542,0.590804598
E02002622,3903,2033,0.520881373
E02002623,4559,2549,0.559113841
E02002624,3346,2964,0.885833831
E02002625,3935,2679,0.680813215
E02002626,3091,2182,0.705920414
E02002627,2969,2636,0.887841024
E02002628,3132,2097,0.66954023
E02002629,2588,1536,0.593508501
E02002630,2661,1741,0.654265314
E02002631,3925,3096,0.788789809
E02002632,2648,2481,0.936933535
E02002633,3595,2670,0.742698192
E02002634,4040,2779,0.687871287
E02002635,3683,2732,0.741786587
E02002636,3738,2719,0.727394329
E02002637,2673,2060,0.77066966
E02002638,2907,1311,0.450980392
E02002639,2745,1220,0.444444444
E02002640,3493,1396,0.399656456
E02002641,3570,2552,0.714845938
E02002642,3382,1222,0.36132466
E02002643,3358,1940,0.577724836
E02002644,3512,2687,0.765091116
E02002645,2581,940,0.364199923
E02002646,3352,2157,0.64349642
E02002647,3655,2183,0.597264022
E02002648,3267,2186,0.669115396
E02002649,3675,2517,0.684897959
E02002650,3610,2842,0.787257618
E02002651,3531,2619,0.741716228
E02002652,4196,3158,0.752621544
E02002653,3431,1724,0.502477412
E02002654,3123,1299,0.415946206
E02002655,3594,1987,0.552865888
E02002656,2562,2039,0.795862607
E02002657,3106,2458,0.791371539
E02002658,2992,2335,0.780414439
E02002659,4665,2328,0.49903537
E02002660,3154,1885,0.597653773
E02002661,3373,1989,0.589682775
E02002662,3355,1944,0.579433681
E02002663,2457,1653,0.672771673
E02002664,3007,2597,0.86365148
E02002665,3384,2665,0.787529551
E02002666,3653,1682,0.460443471
E02002667,3295,2226,0.675569044
E02002668,3928,1752,0.446028513
E02002669,3699,2163,0.584752636
E02002670,3688,2392,0.648590022
E02002671,3246,2167,0.667590881
E02002672,3003,1420,0.472860473
E02002673,3431,2097,0.611192072
E02002674,3251,2453,0.754537066
E02002675,4105,1520,0.370280146
E02002676,3523,2162,0.613681521
E02002677,4273,2405,0.562836415
E02002678,3349,2116,0.631830397
E02002679,3227,2297,0.711806632
E02002680,5316,2040,0.383747178
E02002681,3905,1569,0.401792574
E02002682,3514,1924,0.547524189
E02002684,4628,3782,0.817199654
E02002685,3739,2963,0.792457876
E02002686,3571,1991,0.557546906
E02002687,2759,1660,0.601667271
E02002688,2523,1383,0.548156956
E02002689,2511,2244,0.893667861
E02002691,3485,3108,0.891822095
E02002692,3384,3077,0.90927896
E02002693,2954,2663,0.901489506
E02002694,4737,3980,0.840194216
E02002695,3626,2857,0.787920574
E02002696,2427,2284,0.941079522
E02002697,3232,2965,0.917388614
E02002698,3253,2809,0.863510606
E02002699,3977,3593,0.903444808
E02002700,2758,1768,0.641044235
E02002701,3456,3237,0.936631944
E02002702,4798,3649,0.760525219
E02002703,3663,3367,0.919191919
E02002704,3089,2796,0.905147297
E02002705,2765,2421,0.875587703
E02002706,3010,2478,0.823255814
E02002707,2881,2659,0.922943422
E02002708,2886,2190,0.758835759
E02002709,3203,2832,0.88417109
E02002710,3106,2604,0.838377334
E02002711,3172,2914,0.918663304
E02002712,3257,2732,0.83880872
E02002714,3264,2914,0.892769608
E02002715,5106,4685,0.917547983
E02002716,3604,3142,0.871809101
E02002717,3460,2508,0.724855491
E02002718,3283,3024,0.921108742
E02002719,2363,2024,0.856538299
E02002720,2900,2591,0.893448276
E02002721,2739,2309,0.843008397
E02002722,3766,2689,0.714020181
E02002723,3559,2495,0.701039618
E02002724,3811,2301,0.603778536
E02002725,2740,2428,0.886131387
E02002726,4427,3226,0.728710187
E02002727,3297,868,0.263269639
E02002728,3681,1852,0.503124151
E02002729,2578,1845,0.715671063
E02002730,3203,1758,0.548860443
E02002731,2497,1224,0.490188226
E02002732,3093,2798,0.904623343
E02002733,2802,1897,0.677016417
E02002734,2233,1628,0.729064039
E02002735,2281,1564,0.685664182
E02002736,2451,1285,0.524275806
E02002737,3098,2419,0.78082634
E02002738,3024,2441,0.807208995
E02002739,2876,1881,0.65403338
E02002740,2438,1519,0.623051682
E02002741,3693,2835,0.767668562
E02002742,2494,1948,0.781074579
E02002743,2665,1824,0.684427767
E02002744,2837,1355,0.477617201
E02002745,3406,2966,0.870816207
E02002746,3779,3101,0.820587457
E02002747,3409,2982,0.874743326
E02002748,3445,3010,0.873730044
E02002749,4816,3683,0.764742525
E02002750,2636,2326,0.882397572
E02002751,2667,2293,0.859767529
E02002752,2935,2574,0.877001704
E02002753,3956,3329,0.841506572
E02002754,3465,2975,0.858585859
E02002755,2907,1929,0.663570691
E02002756,3277,1667,0.508696979
E02002757,2518,2052,0.814932486
E02002758,2715,1859,0.684714549
E02002759,4151,3412,0.821970609
E02002760,2493,1924,0.771760931
E02002761,2834,2470,0.871559633
E02002762,2879,1975,0.686002084
E02002763,3164,2074,0.655499368
E02002764,2289,1487,0.649628659
E02002765,2711,1895,0.699004058
E02002766,3804,3200,0.841219769
E02002767,2967,2641,0.890124705
E02002768,3095,2748,0.887883683
E02002769,2539,2266,0.892477353
E02002770,2899,2582,0.890651949
E02002771,2967,2706,0.912032356
E02002772,2673,2444,0.91432847
E02002773,2624,2141,0.815929878
E02002774,2646,2275,0.85978836
E02002775,2565,1946,0.758674464
E02002776,2864,2287,0.79853352
E02002777,3451,2981,0.863807592
E02002778,3619,2876,0.794694667
E02002779,4177,3334,0.798180512
E02002780,3493,2042,0.584597767
E02002781,4161,2552,0.613314107
E02002782,2491,2247,0.902047371
E02002783,4152,3310,0.797206166
E02002784,5511,2576,0.467428779
E02002785,2762,2216,0.802317161
E02002786,3996,2478,0.62012012
E02002787,4276,2866,0.670252572
E02002788,4053,2927,0.7221811
E02002789,3830,2406,0.628198433
E02002790,4743,2981,0.628505166
E02002791,2627,2369,0.901789113
E02002792,3130,2457,0.784984026
E02002793,4072,3214,0.789292731
E02002794,2173,1727,0.794753797
E02002795,3463,3092,0.892867456
E02002796,2585,2271,0.878529981
E02002797,3371,2813,0.834470484
E02002798,4187,3864,0.92285646
E02002799,2451,1720,0.701754386
E02002800,3136,2442,0.77869898
E02002801,3160,2403,0.760443038
E02002802,3256,1863,0.572174447
E02002803,3492,2024,0.579610538
E02002804,3243,2225,0.686093124
E02002805,2575,2157,0.837669903
E02002806,2839,1756,0.618527651
E02002807,3737,2776,0.742841852
E02002808,5590,2788,0.498747764
E02002809,2830,2186,0.772438163
E02002810,3457,3025,0.875036159
E02002811,3684,1810,0.491313789
E02002812,2722,2089,0.767450404
E02002813,3819,1721,0.450641529
E02002814,3273,2714,0.829208677
E02002815,2520,1536,0.60952381
E02002816,3377,3031,0.897542197
E02002817,2377,2005,0.84350021
E02002818,2852,1683,0.590112202
E02002819,3452,2563,0.742468134
E02002820,4043,2697,0.667078902
E02002821,4340,2402,0.553456221
E02002822,2748,2162,0.786754003
E02002823,3236,2318,0.71631644
E02002824,3716,2544,0.684607104
E02002825,3557,2904,0.81641833
E02002826,2646,2186,0.826152683
E02002827,2550,1873,0.734509804
E02002828,2804,2329,0.830599144
E02002829,4340,2508,0.577880184
E02002830,3909,2504,0.640573037
E02002831,2340,1774,0.758119658
E02002832,2803,1648,0.587941491
E02002833,2609,1691,0.64814105
E02002834,3975,2964,0.745660377
E02002835,4369,3662,0.838178073
E02002836,3131,1798,0.574257426
E02002837,2624,1514,0.576981707
E02002838,3093,1610,0.52053023
E02002839,2911,2085,0.716248712
E02002842,3418,1784,0.521942657
E02002843,3843,2128,0.553734062
E02002844,3775,1784,0.472582781
E02002845,3933,2348,0.596999746
E02002846,3028,2401,0.792932629
E02002847,2854,2070,0.725297828
E02002848,3344,1742,0.520933014
E02002849,5256,2827,0.537861492
E02002851,2861,2422,0.846557148
E02002852,2584,1371,0.530572755
E02002853,4029,2720,0.675105485
E02002854,3222,1910,0.592799503
E02002855,2786,1967,0.706030151
E02002856,5066,3445,0.680023687
E02002857,2925,1889,0.645811966
E02002858,2928,2524,0.862021858
E02002860,3350,2476,0.739104478
E02002861,2775,1605,0.578378378
E02002862,3547,2077,0.585565266
E02002863,2676,2485,0.928624813
E02002864,2519,2154,0.855101231
E02002865,3390,2766,0.815929204
E02002866,3088,2852,0.92357513
E02002867,3329,2886,0.866927005
E02002868,2458,1951,0.793734744
E02002869,3297,1618,0.490749166
E02002871,3469,2251,0.64889017
E02002872,3816,2115,0.554245283
E02002873,3903,2252,0.576992057
E02002874,3052,2008,0.657929227
E02002875,3627,2164,0.596636339
E02002876,3471,2312,0.666090464
E02002877,3650,2399,0.657260274
E02002878,3258,1548,0.475138122
E02002879,3936,2559,0.650152439
E02002880,3296,1731,0.525182039
E02002881,2669,1358,0.508804796
E02002882,3784,2378,0.628435518
E02002883,3537,2156,0.609556121
E02002884,2323,1229,0.529057254
E02002885,3107,1233,0.396845832
E02002886,3438,2238,0.65095986
E02002887,2832,1633,0.576624294
E02002888,3064,1185,0.386749347
E02002889,3140,1216,0.387261146
E02002890,4727,1468,0.310556378
E02002891,3376,2247,0.665580569
E02002892,2565,1624,0.633138402
E02002893,4388,1802,0.410665451
E02002894,2689,2212,0.822610636
E02002895,3279,2097,0.639524245
E02002896,4372,1933,0.442131747
E02002897,3406,2709,0.795361127
E02002898,3738,1880,0.50294275
E02002899,2172,1236,0.569060773
E02002901,2540,1900,0.748031496
E02002902,3488,2034,0.583142202
E02002903,2859,1729,0.604756908
E02002904,2633,1617,0.614128371
E02002905,2650,2480,0.935849057
E02002906,2497,1943,0.778133761
E02002907,2687,2034,0.756978042
E02002908,3635,3390,0.932599725
E02002909,4444,3884,0.873987399
E02002910,3420,3022,0.883625731
E02002911,3790,3439,0.907387863
E02002912,2763,2568,0.929424539
E02002913,2399,2164,0.902042518
E02002914,4010,3179,0.79276808
E02002915,2832,2376,0.838983051
E02002916,4424,2880,0.650994575
E02002917,3032,2371,0.781992084
E02002918,2422,2052,0.847233691
E02002919,3855,2848,0.738780804
E02002920,2741,2401,0.87595768
E02002921,3176,2008,0.632241814
E02002922,2601,2411,0.926951173
E02002923,4315,3448,0.799073001
E02002924,2573,2369,0.920715119
E02002925,4433,4022,0.907286262
E02002926,4784,3750,0.783862876
E02002927,4836,4454,0.921009098
E02002928,2365,2052,0.867653277
E02002929,2135,1996,0.934894614
E02002930,2388,1968,0.824120603
E02002931,2472,2272,0.919093851
E02002932,3417,2514,0.735733099
E02002933,3382,2866,0.847427558
E02002934,2365,1978,0.836363636
E02002935,2724,2192,0.804698972
E02002936,3174,2420,0.762444865
E02002937,4095,3786,0.924542125
E02002938,2631,1892,0.719118206
E02002939,2893,2161,0.746975458
E02002940,2693,2077,0.771258819
E02002941,4063,3160,0.777750431
E02002942,2267,2128,0.938685487
E02002943,3528,3138,0.889455782
E02002944,3189,2076,0.65098777
E02002945,3588,2634,0.734113712
E02002946,3407,2738,0.803639566
E02002947,2671,1896,0.709846499
E02002948,2475,1616,0.652929293
E02002949,2429,1743,0.717579251
E02002950,2257,1557,0.689853788
E02002951,3204,2549,0.79556804
E02002952,2837,2008,0.707789919
E02002953,3090,2151,0.696116505
E02002954,3619,2548,0.704061896
E02002955,3012,1811,0.60126162
E02002956,3855,2663,0.69079118
E02002957,4274,3613,0.84534394
E02002958,3568,2488,0.697309417
E02002959,3665,2221,0.606002729
E02002960,2459,1927,0.783651891
E02002961,2857,1673,0.585579279
E02002962,3004,1802,0.599866844
E02002963,3559,2031,0.570665917
E02002964,3846,2723,0.70800832
E02002965,2719,1556,0.572269217
E02002966,3900,2085,0.534615385
E02002967,4212,2326,0.552231719
E02002968,3980,2970,0.746231156
E02002969,4125,2536,0.614787879
E02002970,3861,2458,0.636622637
E02002971,2262,1705,0.753757737
E02002972,2844,1848,0.64978903
E02002973,3496,2429,0.69479405
E02002974,2415,1938,0.802484472
E02002975,3136,2769,0.882971939
E02002976,2420,1794,0.741322314
E02002977,2814,1903,0.676261549
E02002978,2793,1692,0.605800215
E02002979,2075,1419,0.683855422
E02002980,2692,2226,0.826894502
E02002981,3238,2389,0.737801112
E02002982,3194,1918,0.600500939
E02002983,2269,2034,0.896430145
E02002984,2281,2147,0.941253836
E02002985,2176,1717,0.7890625
E02002986,2307,1682,0.729085392
E02002987,2324,1974,0.84939759
E02002988,2412,1904,0.789386401
E02002989,2306,1772,0.768430182
E02002990,2828,1950,0.689533239
E02002991,5472,3157,0.576937135
E02002992,2483,1846,0.743455497
E02002993,2666,1562,0.585896474
E02002994,4279,3758,0.87824258
E02002995,2273,1329,0.584689837
E02002996,3500,2549,0.728285714
E02002997,2216,1590,0.717509025
E02002998,2277,1545,0.678524374
E02002999,2327,1720,0.739149119
E02003000,3830,3446,0.899738903
E02003001,2240,1876,0.8375
E02003002,2336,1727,0.739297945
E02003003,2364,1868,0.790186125
E02003004,2392,2199,0.919314381
E02003005,2479,2311,0.932230738
E02003006,3473,3086,0.888568961
E02003007,3371,2954,0.876297834
E02003008,2300,1922,0.835652174
E02003009,2455,2132,0.868431772
E02003010,2299,1988,0.864723793
E02003011,2130,1793,0.841784038
E02003012,4806,3468,0.721598002
E02003013,4850,3323,0.685154639
E02003014,3331,2077,0.623536476
E02003015,2436,1832,0.752052545
E02003016,3059,2220,0.725727362
E02003017,2736,2170,0.793128655
E02003018,2393,1944,0.812369411
E02003019,3995,3061,0.76620776
E02003020,2504,2217,0.885383387
E02003021,2670,2152,0.805992509
E02003022,2389,2154,0.901632482
E02003023,2630,2073,0.788212928
E02003024,3599,2538,0.705195888
E02003025,2726,1875,0.687820983
E02003026,3241,2976,0.918235113
E02003027,4578,3734,0.815640017
E02003028,3430,2860,0.833819242
E02003029,2448,1815,0.741421569
E02003030,3088,2279,0.738018135
E02003031,4083,3121,0.76438893
E02003032,3083,2375,0.770353552
E02003033,3613,2607,0.72156103
E02003034,5569,2981,0.535284611
E02003036,3913,2168,0.554050601
E02003037,4038,2971,0.735760277
E02003038,2795,2113,0.755992844
E02003039,3518,2496,0.709494031
E02003040,4392,2823,0.642759563
E02003041,2979,2326,0.780798926
E02003043,4647,2432,0.523348397
E02003044,2513,2165,0.861520096
E02003045,2988,2062,0.690093708
E02003046,4107,3237,0.788166545
E02003047,4474,3186,0.712114439
E02003048,3212,2190,0.681818182
E02003049,3122,2436,0.780269058
E02003050,4322,2604,0.602498843
E02003051,2831,2055,0.725891911
