GEO_CODE,Total_households,Households_with_at_least_one_vars_or_vans,Per_cent_of_households_with_at_least_one_car_or_van
E02005772,2481,2288,0.922208787
E02005773,4101,2678,0.653011461
E02005774,3945,3066,0.777186312
E02005775,4497,3130,0.696019569
E02005776,3185,2955,0.927786499
E02005777,3429,2955,0.861767279
E02005778,2466,2373,0.962287105
E02005779,3548,2836,0.799323563
E02005780,4362,3856,0.883998166
E02005781,2297,2158,0.939486286
E02005782,3325,3075,0.92481203
E02005783,3775,2978,0.788874172
E02005784,2382,2095,0.879513014
E02005785,4183,3509,0.838871623
E02005786,2822,2533,0.897590361
E02005787,3720,3325,0.893817204
E02005788,2846,2506,0.880534083
E02005789,4593,3787,0.824515567
E02005790,2788,2488,0.892395983
E02005791,2792,2509,0.898638968
E02005794,4076,3788,0.929342493
E02005795,3382,2173,0.642519219
E02005796,3007,2628,0.873960758
E02005797,2715,1933,0.711970534
E02005798,3802,3303,0.868753288
E02005799,3950,3257,0.824556962
E02005800,3924,1939,0.494138634
E02005801,2364,1410,0.596446701
E02005802,3468,2117,0.610438293
E02005803,4161,2822,0.678202355
E02005804,4433,2372,0.535077825
E02005805,3182,2623,0.824324324
E02005806,2926,2012,0.687628161
E02005807,2687,2372,0.882768887
E02005808,5434,4250,0.782112624
E02005809,3184,2608,0.819095477
E02005810,3526,3301,0.936188315
E02005811,3560,3193,0.896910112
E02005812,3734,3204,0.858061061
E02005813,4809,3127,0.650239135
E02005814,2705,2158,0.797781885
E02005815,3339,3062,0.91704103
E02005816,3370,3035,0.900593472
E02005817,3029,2703,0.892373721
E02005818,3303,3013,0.912201029
E02005819,2668,2078,0.77886057
E02005820,2513,2052,0.81655392
E02005821,2795,2007,0.718067979
E02005822,3974,2798,0.704076497
E02005823,3214,1885,0.586496577
E02005824,4097,3373,0.823285331
E02005825,3241,2539,0.783400185
E02005826,2602,1706,0.6556495
E02005827,3453,2881,0.834346945
E02005828,3116,2566,0.823491656
E02005829,2785,2358,0.846678636
E02005830,2642,2233,0.845193036
E02005831,3686,2941,0.797883885
E02005832,4034,2695,0.668071393
E02005833,3041,2587,0.850707004
E02005834,3070,2160,0.703583062
E02005835,4289,3345,0.779902075
E02005836,3809,3476,0.912575479
E02005837,2825,2592,0.917522124
E02005838,3495,2777,0.794563662
E02005839,2793,2143,0.767275331
E02005840,3501,3002,0.857469294
E02005842,3756,2883,0.767571885
E02005843,2662,2105,0.790758828
E02005844,3411,2571,0.753737907
E02005846,2835,1524,0.537566138
E02005847,2921,2301,0.787743923
E02005848,2751,2374,0.862958924
E02005849,3662,3296,0.900054615
E02005850,2942,2441,0.829707682
E02005851,2614,1689,0.64613619
E02005852,3426,2888,0.842965558
E02005853,3876,3164,0.81630547
E02005856,3104,2712,0.87371134
E02005857,2666,2021,0.758064516
E02005858,3085,2244,0.7273906
E02005859,3853,2918,0.757331949
E02005860,3809,2267,0.595169336
E02005861,2453,1780,0.725642071
E02005862,3356,2480,0.73897497
E02005863,3132,2593,0.827905492
E02005864,3350,3005,0.897014925
E02005865,3414,3037,0.889572349
E02005866,3873,3229,0.83372063
E02005868,2798,2147,0.76733381
E02005869,2446,1601,0.654538021
E02005870,2957,1891,0.639499493
E02005871,3153,2712,0.860133206
E02005872,2512,2204,0.877388535
E02005873,4272,3708,0.867977528
E02005874,3708,3028,0.816612729
E02005875,2983,2350,0.787797519
E02005876,3700,2931,0.792162162
E02005877,3169,2440,0.769958978
E02005878,4393,3043,0.692692921
E02005879,3451,2382,0.690234715
E02005880,2527,1929,0.763355758
E02005881,2408,1747,0.725498339
E02005882,3355,2805,0.836065574
E02005883,3347,2338,0.698536002
E02005884,2653,2170,0.817941953
E02005885,3577,2519,0.704221415
E02005886,4231,3526,0.833372725
E02005887,4048,2314,0.571640316
E02005888,3726,2189,0.58749329
E02005889,4406,3241,0.735587835
E02005890,2790,2508,0.898924731
E02005891,2839,1785,0.628742515
E02005892,5021,4535,0.903206533
E02005893,4277,3197,0.747486556
E02005894,4095,3379,0.825152625
E02005895,3356,3123,0.93057211
E02005896,3156,2799,0.886882129
E02005897,3652,3229,0.884173056
E02005898,4555,3712,0.81492865
E02005899,4955,3230,0.651866801
E02005900,3069,2624,0.855001629
E02005901,3827,2920,0.762999739
E02005902,3602,2516,0.698500833
E02005903,4303,3510,0.81570997
E02005904,3466,3188,0.919792268
E02005905,2460,2251,0.91504065
E02005906,2615,2407,0.920458891
E02005907,3889,3253,0.836461815
E02005908,3840,3237,0.84296875
E02005909,3229,2705,0.837720657
E02005910,3821,2724,0.712902382
E02005911,3501,3125,0.892602114
E02005912,3627,3069,0.846153846
E02005913,2764,2287,0.827424023
E02005914,2928,2404,0.821038251
E02005915,2397,2208,0.921151439
E02005916,3146,2593,0.824221233
E02005917,2378,2224,0.935239697
E02005918,2260,1867,0.826106195
E02005919,2425,2094,0.863505155
E02005920,3015,2707,0.897844113
E02005921,2248,2105,0.9363879
E02005922,3404,2940,0.863689777
E02005923,2301,1628,0.70751847
E02005924,4852,3294,0.678895301
E02005925,3139,2164,0.689391526
E02005926,3210,2646,0.824299065
E02005927,2219,1810,0.81568274
E02005928,2975,2763,0.928739496
E02005929,2814,2597,0.922885572
E02005930,3123,2875,0.920589177
E02005931,3325,3123,0.93924812
E02005932,2683,2457,0.915765934
E02005933,2950,2477,0.839661017
E02005934,3531,2931,0.830076466
E02005935,3122,2559,0.81966688
E02005936,3335,3098,0.928935532
E02005937,2768,2301,0.831286127
E02005938,2149,1813,0.843648208
E02005939,2580,2278,0.882945736
E02005940,2593,2052,0.791361358
E02005941,2835,2018,0.711816578
E02005942,2458,1859,0.75630594
E02005943,2516,1926,0.765500795
E02005944,2813,1816,0.64557412
E02005945,3772,2615,0.693266172
E02005946,3306,2576,0.779189353
E02005947,2705,1337,0.494269871
E02005948,2856,1566,0.548319328
E02005949,2527,1477,0.584487535
E02005950,4080,2277,0.558088235
E02005951,2592,1598,0.616512346
E02005952,5317,3704,0.69663344
E02005953,2187,1443,0.659807956
E02005954,3800,2654,0.698421053
E02005955,3936,2710,0.68851626
E02005956,2390,1479,0.618828452
E02005957,2692,1721,0.639301634
E02005958,2301,2040,0.886571056
E02005959,2214,2014,0.909665763
E02005960,2422,2068,0.853839802
E02005961,2745,2497,0.909653916
E02005962,3285,3070,0.934550989
E02005963,3226,2836,0.879107254
E02005964,2934,2695,0.918541241
E02005965,2252,2057,0.913410302
E02005966,3173,2941,0.926883076
E02005967,2265,1828,0.807064018
E02005968,2559,2389,0.9335678
E02005969,3901,3281,0.841066393
E02005970,2384,1867,0.783137584
E02005971,2311,1860,0.804846387
E02005972,3210,2890,0.900311526
E02005973,2616,2154,0.823394495
E02005974,2641,2264,0.857251041
E02005975,3082,2833,0.919208306
E02005976,2278,2148,0.942932397
E02005977,2305,2088,0.905856833
E02005978,2739,2415,0.881708653
E02005979,3728,3034,0.813841202
E02005980,4005,3592,0.896878901
E02005981,3544,3259,0.919582393
E02005982,2450,2150,0.87755102
E02005983,4845,3738,0.771517028
E02005984,2812,2649,0.942034139
E02005985,3201,2547,0.795688847
E02005986,3822,3296,0.86237572
E02005987,3156,2802,0.8878327
E02005988,2918,2622,0.898560658
E02005991,4074,3468,0.851251841
E02005992,3748,3356,0.895410886
E02005993,2815,2278,0.809236234
E02005994,2445,2244,0.917791411
E02005995,2511,2336,0.930306651
E02005996,3469,3086,0.889593543
E02005997,2419,2130,0.880529144
E02005998,2357,2153,0.9134493
E02005999,2510,2312,0.921115538
E02006000,4790,4158,0.868058455
E02006001,2251,1996,0.886717015
E02006002,4380,3517,0.802968037
E02006003,2236,1912,0.85509839
E02006004,2446,2226,0.910057236
E02006005,3564,3292,0.923681257
E02006006,2321,1962,0.845325291
E02006007,2727,2475,0.907590759
E02006008,3316,2806,0.846200241
E02006009,2717,2328,0.856827383
E02006010,4799,4201,0.875390706
E02006011,2683,2191,0.816623183
E02006012,2818,2325,0.825053229
E02006013,3195,2993,0.936776213
E02006014,3832,3430,0.895093946
E02006015,4282,3400,0.794021485
E02006016,3019,2798,0.926796953
E02006017,3098,2699,0.87120723
E02006018,5144,4076,0.792379471
E02006019,2626,2090,0.795887281
E02006020,2422,2263,0.934351775
E02006021,3015,2842,0.942620232
E02006022,2275,2117,0.930549451
E02006023,3829,3260,0.851397232
E02006024,4098,3239,0.790385554
E02006025,4205,3159,0.751248514
E02006026,2785,2564,0.92064632
E02006027,2188,2043,0.933729433
E02006028,3661,3352,0.915596831
E02006029,3316,2383,0.718636912
E02006030,2904,2327,0.80130854
E02006031,3471,2515,0.72457505
E02006032,3695,2773,0.750473613
E02006033,3889,2761,0.709951144
E02006034,3746,3134,0.836625734
E02006035,2553,2140,0.838229534
E02006036,2969,2284,0.769282587
E02006037,3999,3308,0.827206802
E02006038,3223,2880,0.893577412
E02006039,3239,2831,0.874035196
E02006040,2981,2788,0.935256625
E02006041,2472,2226,0.900485437
E02006042,2647,2213,0.836040801
E02006043,2946,2622,0.890020367
E02006044,2750,2586,0.940363636
E02006045,5173,3913,0.756427605
E02006046,3694,3331,0.901732539
E02006047,3418,3125,0.914277355
E02006048,2714,2449,0.902358143
E02006049,3167,2844,0.898010736
E02006050,3613,2720,0.752836978
E02006051,3099,2784,0.898354308
E02006052,3187,2849,0.893944148
E02006053,3848,3163,0.821985447
E02006054,3699,2789,0.753987564
E02006055,3744,3119,0.833066239
E02006056,3068,2797,0.91166884
E02006057,3410,2657,0.779178886
E02006058,3085,2794,0.905672609
E02006059,2673,2515,0.940890385
E02006060,3432,2627,0.76544289
E02006061,3791,3346,0.882616724
E02006062,4423,4038,0.912955008
E02006063,2748,2609,0.949417758
E02006064,3740,2833,0.757486631
E02006065,3743,2875,0.768100454
E02006066,3309,2957,0.893623451
E02006067,2972,2690,0.905114401
E02006068,3092,2148,0.69469599
E02006069,4435,3110,0.701240135
E02006070,2955,2541,0.859898477
E02006071,3408,3014,0.884389671
E02006072,3758,3509,0.933741352
E02006073,2960,2002,0.676351351
E02006074,3467,3087,0.890395154
E02006075,2099,1900,0.905192949
E02006076,3660,3329,0.909562842
E02006077,2444,2119,0.867021277
E02006078,2410,2168,0.899585062
E02006079,3114,2669,0.857096981
E02006080,2502,2284,0.912869704
E02006081,2253,2047,0.908566356
E02006082,2840,2550,0.897887324
E02006083,2504,2195,0.876597444
E02006084,3165,2836,0.896050553
E02006085,2549,2162,0.848175755
E02006086,2706,2394,0.884700665
E02006087,2640,2119,0.802651515
E02006088,3149,2251,0.714830105
E02006089,2939,1955,0.665192242
E02006090,2985,2392,0.801340034
E02006091,4254,3811,0.895862717
E02006092,2659,2356,0.886047386
E02006093,3747,3239,0.864424873
E02006094,2357,2110,0.89520577
E02006095,3585,2955,0.824267782
E02006096,2849,2408,0.845208845
E02006097,2933,2168,0.739174906
E02006098,3158,2902,0.918936035
E02006099,2736,2519,0.920687135
E02006100,2955,2566,0.868358714
E02006101,2420,2137,0.883057851
E02006102,3083,2213,0.717807331
E02006103,3079,2804,0.910685287
E02006104,3264,2800,0.857843137
E02006105,4680,3540,0.756410256
E02006106,2991,2538,0.848545637
E02006107,3458,2372,0.685945633
E02006108,4029,2815,0.698684537
E02006109,3355,2994,0.892399404
E02006110,3441,2673,0.776809067
E02006111,4322,3894,0.900971772
E02006112,3094,2853,0.922107304
E02006113,3340,2429,0.727245509
E02006114,2887,2336,0.809144441
E02006115,3254,2611,0.80239705
E02006116,3519,3216,0.913895993
E02006117,2623,2277,0.868089973
E02006118,3032,2734,0.90171504
E02006119,3481,2424,0.696351623
E02006120,3698,2900,0.78420768
E02006121,2293,1856,0.809419974
E02006122,2839,2277,0.802042973
E02006123,2616,2308,0.882262997
E02006124,2992,2044,0.68315508
E02006125,3248,2343,0.721366995
E02006126,3372,2901,0.860320285
E02006127,2797,2648,0.946728638
E02006128,3745,3047,0.813618158
E02006129,3461,2382,0.688240393
E02006130,3090,2587,0.837216828
E02006131,3152,2841,0.901332487
E02006132,2535,2070,0.816568047
E02006133,2942,2360,0.802175391
E02006134,3951,3431,0.86838775
E02006135,3285,2853,0.868493151
E02006136,3208,2979,0.92861596
E02006137,3673,2614,0.711679826
E02006138,2502,1698,0.678657074
E02006139,2931,1816,0.61958376
E02006140,3430,2601,0.758309038
E02006141,4377,2751,0.62851268
E02006142,2211,1939,0.876978743
E02006143,3033,2673,0.881305638
E02006144,3636,2385,0.655940594
E02006145,2385,2117,0.887631027
E02006146,2896,2550,0.880524862
E02006147,3000,2776,0.925333333
E02006148,2945,2774,0.941935484
E02006149,4590,3181,0.693028322
E02006150,4902,4320,0.88127295
E02006151,3693,3093,0.837530463
E02006152,4268,3716,0.870665417
E02006153,2767,2586,0.934586194
E02006154,4115,3698,0.898663426
E02006155,2315,1827,0.789200864
E02006156,3046,2866,0.940906106
E02006157,2687,2243,0.834759955
E02006158,3543,3180,0.897544454
E02006159,2480,1820,0.733870968
E02006160,3588,2778,0.774247492
E02006161,2783,2489,0.894358606
E02006162,3678,3019,0.820826536
E02006163,3226,2387,0.739925604
E02006164,3179,2075,0.652720981
E02006165,3448,2637,0.764791183
E02006166,3103,2642,0.851434096
E02006167,3942,2476,0.62810756
E02006168,4189,2501,0.597039866
E02006169,2167,1588,0.732810337
E02006170,2236,1966,0.879248658
E02006171,4000,3047,0.76175
E02006172,4171,3687,0.883960681
E02006173,2841,2650,0.932770151
E02006174,4264,3776,0.885553471
E02006175,2641,2235,0.846270352
E02006176,3146,2824,0.897647807
E02006177,3968,3485,0.87827621
E02006178,3198,2630,0.822388993
E02006179,2787,2478,0.889128095
E02006180,2590,2158,0.833204633
E02006181,2567,1948,0.758862485
E02006182,2751,2508,0.911668484
E02006183,3090,2863,0.926537217
E02006184,2274,1867,0.821020229
E02006185,3113,2440,0.78380983
E02006186,4995,4590,0.918918919
E02006187,3074,2777,0.903383214
E02006188,2521,2227,0.883379611
E02006189,3086,2780,0.900842515
E02006190,4676,3641,0.778656972
E02006191,3268,3024,0.925336597
E02006192,3388,3067,0.905253837
E02006193,2780,2451,0.881654676
E02006194,3222,2445,0.758845438
E02006195,3543,3264,0.921253175
E02006196,2856,1815,0.635504202
E02006197,4233,2723,0.643278998
E02006198,3111,2756,0.885888782
E02006199,3359,3003,0.894016076
E02006200,3546,2322,0.654822335
E02006201,5006,4539,0.906711946
E02006202,3641,3327,0.913759956
E02006203,3467,2577,0.743293914
E02006204,3127,2496,0.798209146
E02006205,3058,2857,0.934270765
E02006206,3424,2587,0.755549065
E02006207,2785,2471,0.887253142
E02006208,3911,2831,0.723855791
E02006209,4594,4044,0.880278624
E02006210,2377,2148,0.903660076
E02006211,2708,2424,0.895125554
E02006212,3307,2967,0.897187783
E02006213,2844,2397,0.842827004
E02006214,2685,2115,0.787709497
E02006215,3382,2998,0.886457717
E02006216,3570,3241,0.907843137
E02006217,3649,3043,0.833927103
E02006218,3877,2337,0.602785659
E02006219,3101,2544,0.820380522
E02006220,3167,2482,0.783706978
E02006221,2540,2148,0.845669291
E02006222,2716,2097,0.772091311
E02006223,2756,1818,0.659651669
E02006224,2946,2639,0.895790903
E02006225,3013,2694,0.894125456
E02006226,3852,3301,0.856957425
E02006227,2738,2420,0.88385683
E02006228,2438,2222,0.911402789
E02006229,2571,2171,0.844418514
E02006230,4392,3781,0.860883424
E02006231,3574,3228,0.903189703
E02006232,2406,2141,0.889858687
E02006233,5174,3641,0.703710862
E02006234,3564,2958,0.82996633
E02006235,3380,3099,0.916863905
E02006236,4168,3819,0.916266795
E02006237,3117,2748,0.881616939
E02006238,4278,3493,0.816503039
E02006239,2350,2129,0.905957447
E02006240,3337,3115,0.93347318
E02006241,3755,3040,0.809587217
E02006242,3251,3064,0.942479237
E02006243,4024,3196,0.794234592
E02006245,3218,2370,0.736482287
E02006246,3034,2527,0.832893869
E02006247,3777,2792,0.739211014
E02006248,3296,2646,0.802791262
E02006249,3403,2628,0.772259771
E02006250,4363,2691,0.616777447
E02006251,4501,2782,0.61808487
E02006252,3921,2993,0.763325682
E02006253,3017,2544,0.843221743
E02006254,3898,2471,0.633914828
E02006255,3573,2744,0.767982088
E02006256,3920,2583,0.658928571
E02006257,2993,2119,0.707985299
E02006258,3570,2720,0.761904762
E02006259,3226,2248,0.69683819
E02006260,3588,2534,0.706243032
E02006261,3234,2927,0.905071119
E02006262,3605,3348,0.928710125
E02006263,3090,2849,0.922006472
E02006264,3325,3082,0.926917293
E02006265,2980,2649,0.888926174
E02006266,3848,3405,0.88487526
E02006267,3371,3116,0.924354791
E02006268,2736,1941,0.709429825
E02006269,2811,2550,0.90715048
E02006270,4787,4138,0.864424483
E02006271,3381,2953,0.873410234
E02006272,3138,2793,0.890057361
E02006273,2695,2428,0.900927644
E02006274,2527,2312,0.914918876
E02006275,2956,2162,0.731393775
E02006276,2730,2500,0.915750916
E02006277,3148,2960,0.940279543
E02006278,4184,3097,0.740200765
E02006279,3965,3171,0.799747793
E02006280,3776,3489,0.923993644
E02006281,3916,3009,0.768386108
E02006282,2722,2432,0.893460691
E02006283,2543,2347,0.922925678
E02006284,3176,2530,0.796599496
E02006285,3011,2582,0.857522418
E02006286,4453,3494,0.784639569
E02006287,2721,2503,0.919882396
E02006288,3673,3335,0.90797713
E02006289,3670,3193,0.870027248
E02006290,3859,3092,0.801243846
E02006291,3118,2668,0.855676716
E02006292,2694,2500,0.927988122
E02006293,4089,3804,0.930300807
E02006294,3792,2988,0.787974684
E02006295,3942,3392,0.860476915
E02006296,5135,4730,0.921129503
E02006297,3193,2978,0.932665205
E02006298,3764,3323,0.882837407
E02006299,3770,3242,0.85994695
E02006300,3477,2422,0.696577509
E02006301,2661,1914,0.719278467
E02006302,2895,2538,0.876683938
E02006303,3191,2177,0.682231275
E02006304,3306,2693,0.814579552
E02006305,4079,2415,0.592056877
E02006306,3203,2480,0.774274118
E02006307,3172,2788,0.878940731
E02006308,3496,1975,0.56493135
E02006309,2989,2140,0.715958515
E02006310,3290,2886,0.877203647
E02006311,3828,2880,0.752351097
E02006312,3649,3299,0.90408331
E02006313,4520,3737,0.826769912
E02006314,3190,2734,0.857053292
E02006315,2828,2359,0.834158416
E02006316,3247,2640,0.813058208
E02006317,2509,2228,0.888003189
E02006318,2685,2330,0.867783985
E02006319,2824,2295,0.812677054
E02006320,2787,2367,0.849300323
E02006321,2451,2199,0.897184823
E02006322,2504,2199,0.878194888
E02006323,3063,2613,0.853085211
E02006324,2773,2478,0.893617021
E02006325,3226,2964,0.918784873
E02006326,2722,2374,0.872152829
E02006327,2662,2472,0.928625094
E02006328,4002,3414,0.853073463
E02006329,2638,2384,0.903714936
E02006330,3844,3215,0.836368366
E02006331,2788,2511,0.900645624
E02006332,2567,2379,0.926762758
E02006333,3765,3313,0.879946879
E02006334,3112,2960,0.951156812
E02006335,3187,2768,0.868528397
E02006336,2670,2266,0.848689139
E02006337,3303,3015,0.91280654
E02006338,2638,2338,0.886277483
E02006339,3379,2975,0.880437999
E02006341,3846,3107,0.807852314
E02006342,3392,2393,0.705483491
E02006343,3239,2912,0.899042914
E02006344,3291,3059,0.92950471
E02006345,2411,2259,0.93695562
E02006346,3862,3630,0.939927499
E02006347,3079,2825,0.917505684
E02006348,3456,3113,0.900752315
E02006349,3106,2645,0.851577592
E02006350,2400,1899,0.79125
E02006351,3404,2960,0.869565217
E02006352,2274,1909,0.839489886
E02006353,2612,2208,0.84532925
E02006354,3599,3270,0.908585718
E02006355,2368,1662,0.701858108
E02006356,4977,3584,0.720112518
E02006357,2636,2410,0.914264036
E02006358,2472,1826,0.738673139
E02006359,2559,2152,0.840953497
E02006360,3220,2961,0.919565217
E02006361,2247,2116,0.941700045
E02006362,2677,2393,0.893911095
E02006363,2340,2075,0.886752137
E02006364,3177,2510,0.79005351
E02006365,2535,2168,0.855226824
E02006366,3112,2901,0.932197943
E02006367,2444,2159,0.883387889
E02006368,2396,2118,0.883973289
E02006369,2866,2630,0.917655269
E02006370,2646,2182,0.824640967
E02006371,3025,2476,0.818512397
E02006372,2703,2310,0.854605993
E02006373,3039,2832,0.931885489
E02006374,2868,2661,0.927824268
E02006375,2381,2224,0.934061319
E02006376,3349,2900,0.865930128
E02006377,2287,2109,0.92216878
E02006378,3325,3111,0.935639098
E02006379,2519,2012,0.798729655
E02006380,2798,2585,0.923874196
E02006381,2767,2601,0.940007228
E02006382,2574,2003,0.778166278
E02006383,3836,3442,0.897288843
E02006384,4197,3270,0.779127949
E02006385,4284,3556,0.830065359
E02006386,3164,2720,0.859671302
E02006387,2585,2187,0.846034816
E02006388,3553,3014,0.848297214
E02006389,2747,2362,0.859847106
E02006390,3134,2697,0.860561583
E02006391,2336,2133,0.913099315
E02006392,3587,2847,0.79369947
E02006393,2709,2006,0.740494647
E02006394,3333,2646,0.793879388
E02006395,3800,3174,0.835263158
E02006396,2426,2170,0.894476505
E02006397,2323,2193,0.944037882
E02006398,3348,2769,0.827060932
E02006399,4574,3912,0.855268911
E02006400,2374,2178,0.917438922
E02006401,3958,3350,0.846387064
E02006402,3869,3505,0.905918842
E02006403,2622,2093,0.798245614
E02006404,2476,2034,0.821486268
E02006405,3995,3511,0.878848561
E02006406,3528,2761,0.782596372
E02006407,3584,3045,0.849609375
E02006408,3486,3054,0.876075731
E02006409,2712,2231,0.822640118
E02006410,3163,2579,0.81536516
E02006411,3033,2655,0.87537092
E02006412,2831,2532,0.89438361
E02006413,2496,2195,0.879407051
E02006414,2539,2280,0.897991335
E02006415,3047,2681,0.879881851
E02006416,3398,3131,0.921424367
E02006417,2332,2053,0.880360206
E02006418,2778,2609,0.939164867
E02006419,3079,2504,0.813251056
E02006420,2788,2615,0.93794835
E02006421,2998,2836,0.945963976
E02006422,2344,2232,0.95221843
E02006423,4111,3370,0.819751885
E02006424,2360,2252,0.954237288
E02006425,2354,2033,0.863636364
E02006426,2266,2084,0.919682259
E02006427,2738,2482,0.906501096
E02006429,3149,2771,0.879961893
E02006430,3473,3026,0.87129283
E02006431,4265,3593,0.842438453
E02006432,2193,1873,0.854081167
E02006433,3760,3344,0.889361702
E02006434,2358,2090,0.88634436
E02006435,2361,2144,0.908089792
E02006436,2386,2140,0.896898575
E02006437,3199,2867,0.896217568
E02006438,3151,2909,0.923198984
E02006439,2490,2196,0.881927711
E02006440,2844,2582,0.907876231
E02006441,3296,2608,0.791262136
E02006442,2290,2124,0.927510917
E02006443,3141,2474,0.787647246
E02006444,2718,2356,0.866813834
E02006445,2995,2640,0.881469115
E02006446,2730,2446,0.895970696
E02006447,2412,2225,0.922470978
E02006448,2818,2492,0.884315117
E02006449,2894,2575,0.889771942
E02006450,2563,2415,0.94225517
E02006451,4372,3841,0.878545288
E02006453,3235,2920,0.902627512
E02006454,2766,2371,0.857194505
E02006455,2445,2103,0.860122699
E02006456,3174,2753,0.867359798
E02006457,3615,3283,0.908160443
E02006458,3498,3136,0.896512293
E02006459,3618,2646,0.731343284
E02006460,3945,3270,0.828897338
E02006461,2696,2401,0.890578635
E02006462,3339,2961,0.886792453
E02006463,4393,3235,0.736398816
E02006464,2882,2492,0.864677307
E02006465,2509,2231,0.889198884
E02006466,3355,2801,0.834873323
E02006467,2443,2274,0.930822759
E02006468,4174,3674,0.880210829
E02006469,3507,2911,0.830054177
E02006470,4824,3632,0.752902156
E02006471,2864,2596,0.906424581
E02006472,3703,3123,0.84337024
E02006473,4275,3632,0.849590643
E02006474,2465,2243,0.909939148
E02006475,3080,2596,0.842857143
E02006476,3075,2091,0.68
E02006477,2733,2500,0.914745701
E02006478,3176,2885,0.908375315
E02006479,3982,2448,0.614766449
E02006480,3184,2240,0.703517588
E02006481,2885,2182,0.756325823
E02006482,2797,2347,0.839113336
E02006483,3235,2057,0.635857805
E02006484,3292,2543,0.772478736
E02006485,2807,2612,0.930530816
E02006486,2966,2387,0.804787593
E02006487,2985,1962,0.657286432
E02006488,2794,2353,0.842161775
E02006489,3341,2647,0.792277761
E02006490,3074,2452,0.797657775
E02006492,4405,4056,0.92077185
E02006493,3671,3023,0.82348134
E02006494,3075,1933,0.628617886
E02006495,3195,2876,0.900156495
E02006496,3033,2136,0.704253215
E02006497,3388,2534,0.747933884
E02006498,4435,3881,0.875084555
E02006499,2463,2159,0.876573285
E02006500,2358,1822,0.772688719
E02006501,3895,3271,0.839794608
E02006502,4648,3812,0.820137694
E02006503,3309,3037,0.91779994
E02006504,2287,2167,0.947529515
E02006505,3044,2648,0.869908016
E02006506,2513,2120,0.843613211
E02006507,3759,3264,0.868316042
E02006508,3920,3596,0.917346939
E02006509,2752,2253,0.818677326
E02006510,2606,2414,0.926323868
E02006511,3815,3458,0.906422018
E02006512,5000,3831,0.7662
E02006513,3168,2758,0.870580808
E02006514,4226,3296,0.779933743
E02006515,3769,3429,0.909790395
E02006516,3740,3426,0.916042781
E02006517,3088,2886,0.934585492
E02006518,4241,3760,0.886583353
E02006519,3487,2974,0.852882134
E02006520,3658,3254,0.889557135
E02006521,3236,2732,0.844252163
E02006522,2327,2202,0.946282768
E02006523,4228,3783,0.89474929
E02006524,2442,1700,0.696150696
E02006525,5845,4582,0.783917879
E02006526,3630,2918,0.803856749
E02006527,4115,3263,0.792952612
E02006528,4693,3420,0.728744939
E02006529,5238,4123,0.787132493
E02006530,4480,3819,0.852455357
E02006531,3865,2431,0.628978008
E02006532,3587,3375,0.940897686
E02006533,3848,3255,0.845893971
E02006534,3544,2868,0.809255079
E02006535,2829,2496,0.882290562
E02006536,2875,2503,0.870608696
E02006537,4304,3090,0.717936803
E02006538,4059,3236,0.7972407
E02006539,3132,2521,0.804916986
E02006540,2589,1999,0.772112785
E02006541,3625,2693,0.742896552
E02006542,2629,2308,0.877900342
E02006543,2432,2123,0.872944079
E02006544,4128,3704,0.897286822
E02006545,3458,2618,0.75708502
E02006546,4201,3527,0.839562009
E02006547,2300,2050,0.891304348
E02006548,4133,3467,0.838857972
E02006549,2864,2480,0.865921788
E02006550,4118,3331,0.80888781
E02006551,4049,3299,0.814769079
E02006552,3462,2265,0.654246101
E02006553,3139,2644,0.842306467
E02006554,3140,2643,0.841719745
E02006555,3164,2286,0.722503161
E02006556,3659,3153,0.86171085
E02006557,2828,2021,0.714639321
E02006558,4850,2825,0.582474227
E02006559,3831,3334,0.870268859
E02006560,4321,3604,0.834066188
E02006561,2636,2422,0.918816388
E02006562,2387,2264,0.948470884
E02006563,2392,2214,0.925585284
E02006564,3424,2883,0.841997664
E02006565,3502,3181,0.908338093
E02006566,3356,3012,0.89749702
E02006567,3149,2804,0.89044141
E02006568,4791,3334,0.695888124
E02006569,3197,2860,0.894588677
E02006570,4130,2824,0.68377724
E02006571,3343,2888,0.863894705
E02006572,3807,3214,0.844234305
E02006573,4871,4187,0.859577089
E02006574,4863,3980,0.818424841
E02006575,2942,2113,0.718218899
E02006576,3228,2883,0.893122677
E02006577,3301,2321,0.703120267
E02006578,4141,2988,0.721564839
E02006579,3269,2543,0.777913735
E02006580,3281,2689,0.819567205
E02006581,3650,2512,0.688219178
E02006582,3008,2871,0.954454787
E02006583,3809,3136,0.823313206
E02006584,2900,2154,0.742758621
E02006585,3096,2273,0.734173127
E02006586,2662,2112,0.79338843
E02006587,3440,2544,0.739534884
E02006588,3198,2741,0.857098186
E02006589,4465,4108,0.920044793
E02006590,3646,3166,0.868348875
E02006591,3428,2831,0.825845974
E02006592,2430,2251,0.926337449
E02006593,4697,3407,0.725356611
E02006594,2892,2522,0.872060858
E02006595,3154,2931,0.929296132
E02006596,3342,3114,0.931777379
E02006597,3945,3502,0.887705957
E02006598,2184,2071,0.948260073
E02006599,3049,2889,0.947523778
E02006600,4324,3714,0.85892692
E02006601,3464,3009,0.868648961
E02006602,2921,2768,0.947620678
E02006603,3784,3402,0.899048626
E02006604,5493,4241,0.772073548
E02006605,2429,2243,0.923425278
