MSOA_code,under_70,over70-74,over75-79,over80,total
E02004480,771,413,263,185,1632
E02004481,725,658,542,653,2578
E02004482,914,401,261,298,1874
E02004483,972,647,472,515,2606
E02004484,940,609,426,467,2442
E02004485,993,457,326,358,2134
E02004486,1207,494,386,571,2658
E02004487,779,395,285,365,1824
E02004488,1262,484,304,435,2485
E02004489,1258,452,294,366,2370
E02004490,914,288,214,306,1722
E02004491,1010,333,252,375,1970
E02004492,1012,330,211,263,1816
E02004493,1092,336,246,413,2087
E02004494,1173,316,245,511,2245
E02004495,761,527,470,730,2488
E02004496,739,342,285,511,1877
E02004497,848,498,465,716,2527
E02004498,965,489,350,493,2297
E02004499,858,387,279,337,1861
E02004500,1381,628,518,639,3166
E02004501,826,480,355,453,2114
E02004502,759,440,395,543,2137
E02004503,935,542,332,352,2161
E02004504,987,457,238,269,1951
E02004505,742,497,354,472,2065
E02004506,1109,465,317,442,2333
E02004507,1633,317,205,237,2392
E02004508,1057,451,335,398,2241
E02004509,2534,408,248,346,3536
E02004512,1533,412,335,600,2880
E02004513,1327,326,229,266,2148
E02004514,996,325,231,418,1970
E02004515,1393,504,355,380,2632
E02004516,1835,291,184,206,2516
E02004517,1460,541,406,605,3012
E02004518,1052,308,208,259,1827
E02004519,1350,474,379,628,2831
E02004520,1278,238,163,186,1865
E02004521,1720,423,271,377,2791
E02004522,1411,522,407,437,2777
E02004523,1684,366,237,325,2612
E02004524,1393,599,410,438,2840
E02004525,1101,630,495,547,2773
E02004526,1073,725,561,742,3101
E02006922,2429,790,683,895,4797
E02004527,1201,513,407,495,2616
E02004528,1107,539,417,570,2633
E02004529,788,434,313,384,1919
E02004530,728,399,287,478,1892
E02004531,959,383,252,431,2025
E02004532,826,355,257,359,1797
E02004533,981,382,288,446,2097
E02004534,1084,352,298,340,2074
E02004535,795,327,252,332,1706
E02004536,803,410,271,427,1911
E02004537,881,268,205,296,1650
E02004538,1057,461,337,539,2394
E02004539,799,288,237,337,1661
E02004540,720,260,216,317,1513
E02004541,1177,544,454,632,2807
E02004542,1118,365,234,387,2104
E02004543,880,275,223,339,1717
E02004544,1230,393,273,379,2275
E02004545,1087,267,164,310,1828
E02004546,1045,245,179,301,1770
E02004547,1432,248,175,327,2182
E02004548,1343,279,198,214,2034
E02004549,1028,255,193,378,1854
E02004550,1153,275,221,447,2096
E02004551,1027,281,223,346,1877
E02004552,981,382,242,262,1867
E02004553,922,241,203,295,1661
E02004554,1019,296,223,270,1808
E02004555,1094,515,331,377,2317
E02004556,1094,584,504,529,2711
E02004557,1560,519,316,446,2841
E02004558,1140,410,352,630,2532
E02004559,1406,557,429,525,2917
E02004560,1135,593,419,498,2645
E02004561,1453,732,536,614,3335
E02004562,987,587,482,521,2577
E02004563,1075,614,461,559,2709
E02004564,1244,533,388,536,2701
E02004565,2290,922,803,1008,5023
E02004566,765,280,180,279,1504
E02004567,1077,528,396,620,2621
E02004568,1143,405,280,313,2141
E02004569,1226,420,333,463,2442
E02004570,1117,553,435,684,2789
E02004571,1006,541,426,599,2572
E02004572,1178,503,314,388,2383
E02004573,1034,320,218,348,1920
E02004574,1246,445,338,430,2459
E02004575,1988,745,566,798,4097
E02004576,1785,654,538,684,3661
E02004577,1092,343,254,307,1996
E02004578,1160,731,580,836,3307
E02004579,1444,656,490,546,3136
E02004580,2036,1307,987,1425,5755
E02004581,1456,658,513,579,3206
E02004582,1183,647,532,644,3006
E02004583,1484,697,530,630,3341
E02004584,1106,831,656,867,3460
E02004585,1544,679,489,514,3226
E02004586,1482,592,468,758,3300
E02004587,1404,433,368,429,2634
E02004588,1326,338,271,503,2438
E02004589,1365,486,393,587,2831
E02004590,1557,772,628,732,3689
E02004591,764,439,320,394,1917
E02004592,1262,638,500,895,3295
E02004593,909,583,389,506,2387
E02004594,818,472,378,473,2141
E02004595,1413,759,526,670,3368
E02004596,971,461,330,401,2163
E02004597,998,429,324,456,2207
E02004598,1250,571,465,606,2892
E02004599,876,441,346,436,2099
E02004843,812,426,362,454,2054
E02004844,775,255,198,328,1556
E02004845,809,380,290,491,1970
E02004846,653,372,306,429,1760
E02004847,928,405,276,370,1979
E02004848,727,352,255,300,1634
E02004849,730,352,243,351,1676
E02004850,702,312,247,386,1647
E02004851,575,285,212,255,1327
E02004852,674,318,244,493,1729
E02004853,686,306,213,340,1545
E02004854,726,301,242,480,1749
E02004855,641,200,180,232,1253
E02004856,765,263,178,239,1445
E02004857,703,333,212,368,1616
E02004858,548,239,182,200,1169
E02004859,565,358,226,304,1453
E02004860,720,210,123,97,1150
E02004861,651,382,268,465,1766
E02004862,1110,372,194,188,1864
E02004863,1064,221,189,359,1833
E02004864,665,327,241,433,1666
E02004865,743,211,136,243,1333
E02004866,878,236,183,315,1612
E02004867,689,324,204,325,1542
E02004868,933,229,181,335,1678
E02004869,584,249,188,298,1319
E02004870,1518,330,265,522,2635
E02004871,684,181,156,243,1264
E02004872,1012,368,309,487,2176
E02004873,1394,450,329,426,2599
E02004874,809,240,158,210,1417
E02004875,1231,351,236,301,2119
E02004876,1434,510,449,501,2894
E02004877,809,259,224,392,1684
E02004896,1043,434,392,792,2661
E02004897,849,360,240,337,1786
E02004898,1077,334,269,383,2063
E02004899,826,293,178,279,1576
E02004900,1520,404,341,550,2815
E02004901,1262,286,208,300,2056
E02004902,1165,303,189,254,1911
E02004903,1231,277,167,292,1967
E02004904,908,225,147,186,1466
E02004905,1375,324,219,351,2269
E02004906,1549,353,231,328,2461
E02004907,1920,528,399,516,3363
E02004908,2140,568,559,912,4179
E02004909,755,248,157,252,1412
E02004910,1519,739,497,668,3423
E02004911,919,263,211,426,1819
E02004912,1334,452,343,595,2724
E02004913,2000,659,510,671,3840
E02004914,1030,343,234,353,1960
E02004915,690,223,196,267,1376
E02004916,993,471,357,578,2399
E02004917,880,402,292,435,2009
E02004918,817,239,173,280,1509
E02004919,760,321,243,298,1622
E02004920,1125,558,419,841,2943
E02004921,834,351,298,470,1953
E02004922,1109,593,460,518,2680
E02004923,1273,583,442,723,3021
E02004956,1232,431,360,483,2506
E02004957,1384,410,280,282,2356
E02004958,1024,402,298,457,2181
E02004959,1034,327,236,570,2167
E02004960,751,292,227,347,1617
E02004961,1225,464,303,480,2472
E02004962,1302,388,292,448,2430
E02004963,1135,295,186,234,1850
E02004964,905,241,174,239,1559
E02004965,1068,372,350,488,2278
E02004966,1774,429,309,491,3003
E02004967,1162,201,136,232,1731
E02004968,876,266,202,290,1634
E02004969,928,240,227,317,1712
E02004970,996,293,222,379,1890
E02004971,1156,215,189,262,1822
E02004972,918,260,198,274,1650
E02004973,1029,179,82,125,1415
E02004974,1118,363,277,510,2268
E02004975,1141,330,261,381,2113
E02004976,1210,194,139,223,1766
E02004977,1270,164,114,158,1706
E02004978,1351,206,159,283,1999
E02004979,1208,303,218,249,1978
E02005503,1094,528,410,529,2561
E02005504,1697,720,570,670,3657
E02005505,1102,456,397,611,2566
E02005506,1214,496,384,482,2576
E02005507,1831,719,597,791,3938
E02005508,1190,585,415,457,2647
E02005509,1409,640,565,881,3495
E02005510,1189,630,498,569,2886
E02005511,1239,657,548,760,3204
E02005512,1288,603,373,414,2678
E02005513,1313,622,516,684,3135
E02005514,1105,552,362,421,2440
E02005515,904,382,293,423,2002
E02005516,955,553,347,462,2317
E02005517,978,202,134,177,1491
E02005518,1883,499,355,560,3297
E02005519,1438,323,234,359,2354
E02005520,1014,756,559,707,3036
E02005521,1052,663,449,517,2681
E02005522,763,379,278,372,1792
E02005523,1127,505,332,369,2333
E02005524,754,402,301,387,1844
E02005525,1392,544,462,606,3004
E02005526,823,344,244,462,1873
E02005527,1380,573,461,675,3089
E02005528,1327,558,431,603,2919
E02005529,1096,443,346,639,2524
E02005530,962,324,312,433,2031
E02005531,735,316,240,404,1695
E02005532,1229,625,454,752,3060
E02005533,1415,666,547,627,3255
E02005534,1077,460,395,604,2536
E02005535,1022,371,224,423,2040
E02005536,1033,467,350,493,2343
E02005537,976,448,334,479,2237
E02005538,1686,841,646,710,3883
E02005539,1277,650,494,491,2912
E02005540,1351,780,649,768,3548
E02005541,844,341,303,403,1891
E02005542,832,296,194,240,1562
E02005543,981,243,206,254,1684
E02005544,921,256,191,202,1570
E02005545,1082,521,397,497,2497
E02005546,1306,424,304,416,2450
E02005547,1453,489,409,594,2945
E02005548,1280,378,290,490,2438
E02005549,991,479,328,345,2143
E02005550,1185,510,381,557,2633
E02005551,784,603,429,716,2532
E02005552,1283,611,471,613,2978
E02005553,1371,1028,784,946,4129
E02005554,1212,665,560,715,3152
E02005555,1343,530,421,548,2842
E02005556,1445,432,348,504,2729
E02005557,789,189,153,168,1299
E02005558,1282,497,410,508,2697
E02005559,1190,326,234,422,2172
E02005560,1787,277,229,272,2565
E02005561,1497,403,335,478,2713
E02005562,1505,579,432,485,3001
E02005563,1109,520,376,471,2476
E02005564,1440,598,478,643,3159
E02005565,1140,449,350,413,2352
E02005566,1387,650,511,624,3172
E02005567,1482,743,651,1196,4072
E02005568,1007,547,389,539,2482
E02005569,1052,487,356,447,2342
E02005570,1057,726,589,910,3282
E02005571,906,521,431,644,2502
E02005572,1378,742,554,777,3451
E02005573,783,601,493,776,2653
E02005574,1235,649,477,599,2960
E02005575,1070,665,452,545,2732
E02005576,804,675,473,629,2581
E02005577,808,515,338,435,2096
E02005578,894,401,299,349,1943
E02005579,1735,933,756,1215,4639
E02005580,1130,593,485,731,2939
E02005581,1015,589,401,396,2401
E02005582,832,518,395,542,2287
E02005583,1445,873,654,936,3908
E02005584,1668,388,286,373,2715
E02005585,1399,330,268,332,2329
E02005586,1586,305,194,244,2329
E02005587,1358,386,338,637,2719
E02005588,2366,447,298,430,3541
E02005589,2055,402,280,372,3109
E02005590,1565,449,346,443,2803
E02005592,1438,364,201,280,2283
E02005593,1823,242,178,349,2592
E02005594,1583,550,343,537,3013
E02005595,1627,613,549,854,3643
E02005596,1655,447,303,480,2885
E02006907,853,210,203,298,1564
E02006908,784,215,154,177,1330
E02005597,2718,790,584,812,4904
E02005598,1742,546,410,644,3342
E02005599,1145,445,355,482,2427
E02005600,935,439,346,404,2124
E02005601,853,436,387,517,2193
E02005602,1878,829,660,904,4271
E02005603,1867,558,415,572,3412
E02005604,1262,600,488,653,3003
E02005605,1601,665,539,656,3461
E02005606,1001,421,316,333,2071
E02005607,1721,781,557,651,3710
E02005608,1156,619,431,561,2767
E02005609,995,580,438,625,2638
E02005610,1167,674,435,537,2813
E02005611,1257,639,542,888,3326
E02006227,975,588,399,517,2479
E02006228,999,446,319,339,2103
E02006229,1053,512,418,519,2502
E02006230,1630,775,608,884,3897
E02006231,1495,462,348,429,2734
E02006232,1154,488,361,379,2382
E02006233,2064,666,605,889,4224
E02006234,1829,557,403,484,3273
E02006235,1194,653,475,610,2932
E02006236,1613,833,662,776,3884
E02006237,1236,516,385,590,2727
E02006245,1429,372,358,522,2681
E02006246,1493,411,292,483,2679
E02006247,1414,351,223,294,2282
E02006248,1576,385,279,420,2660
E02006249,1641,425,301,530,2897
E02006250,1360,244,172,179,1955
E02006251,1585,258,149,218,2210
E02006252,1899,333,262,422,2916
E02006253,1572,484,346,618,3020
E02006254,1326,268,204,382,2180
E02006255,1330,286,176,287,2079
E02006256,1362,316,206,320,2204
E02006257,1230,328,272,494,2324
E02006258,1571,348,214,353,2486
E02006259,1248,403,285,325,2261
E02006260,1494,326,241,339,2400
E02006261,1368,695,463,610,3136
E02006262,1452,730,542,566,3290
E02006263,1415,625,482,540,3062
E02006264,2124,587,416,541,3668
E02006265,1353,503,417,506,2779
E02006266,2618,725,541,698,4582
E02006267,1612,643,391,503,3149
E02006268,1116,409,296,507,2328
E02006269,1389,464,325,451,2629
E02006270,2135,483,347,485,3450
E02006271,1502,557,435,550,3044
E02006272,1456,574,415,573,3018
E02004924,696,313,244,335,1588
E02004925,734,253,210,358,1555
E02004926,720,386,305,594,2005
E02004927,648,364,286,424,1722
E02004928,743,369,284,408,1804
E02004929,766,398,325,424,1913
E02004930,925,293,239,348,1805
E02004931,846,290,199,370,1705
E02004932,944,283,205,262,1694
E02004933,829,283,203,318,1633
E02004934,781,228,136,273,1418
E02004935,849,189,150,250,1438
E02004936,692,204,132,181,1209
E02004937,882,421,363,581,2247
E02004938,748,253,164,256,1421
E02004939,732,254,175,401,1562
E02004940,769,241,165,292,1467
E02004941,1398,391,254,345,2388
E02004942,915,346,276,399,1936
E02004943,1203,503,417,586,2709
E02004980,748,379,302,398,1827
E02004981,921,367,273,439,2000
E02004982,637,275,225,365,1502
E02004983,735,239,194,319,1487
E02004984,843,278,187,320,1628
E02004985,707,394,318,618,2037
E02004986,852,186,126,175,1339
E02004987,853,249,167,299,1568
E02004988,857,224,175,273,1529
E02004989,1030,288,215,297,1830
E02004990,694,275,196,377,1542
E02004991,728,149,124,239,1240
E02004992,820,176,119,262,1377
E02004993,623,274,212,288,1397
E02004994,725,306,269,388,1688
E02004995,629,315,259,457,1660
E02004878,966,510,368,458,2302
E02004879,1061,541,350,456,2408
E02004880,1209,473,319,418,2419
E02004881,718,318,171,476,1683
E02004882,971,359,223,390,1943
E02004883,585,343,261,291,1480
E02004884,1297,348,231,433,2309
E02004885,1051,362,259,324,1996
E02004886,885,358,243,343,1829
E02004887,995,501,308,390,2194
E02004888,1297,539,389,537,2762
E02004889,1192,463,374,787,2816
E02004890,967,448,274,357,2046
E02004891,943,430,312,458,2143
E02004892,722,185,178,239,1324
E02004893,649,163,130,132,1074
E02004894,1020,396,305,501,2222
E02004895,1087,477,389,437,2390
E02004944,1008,237,143,175,1563
E02004945,1748,487,391,535,3161
E02004946,773,231,190,279,1473
E02004947,924,273,194,237,1628
E02004948,781,306,178,240,1505
E02004949,1063,329,296,495,2183
E02004950,811,229,190,308,1538
E02004951,907,218,170,321,1616
E02004952,879,223,161,309,1572
E02004953,744,183,165,234,1326
E02004954,850,260,180,301,1591
E02004955,784,261,159,266,1470
E02006287,1384,615,438,514,2951
E02006288,1752,741,538,725,3756
E02006289,2724,758,580,747,4809
E02006290,1981,620,509,783,3893
E02006291,1455,623,446,538,3062
E02006292,1367,513,384,432,2696
E02006293,1906,675,443,539,3563
E02006294,1337,620,527,916,3400
E02006295,1782,621,493,757,3653
E02006296,2502,793,546,692,4533
E02006297,1683,549,412,634,3278
E02006298,2012,661,413,464,3550
E02006299,1979,839,713,1057,4588
E02006300,1524,407,338,370,2639
E02006301,1257,473,311,547,2588
E02006302,1033,589,466,593,2681
E02006303,1152,357,296,361,2166
E02006304,1252,698,578,701,3229
E02006305,1266,327,262,294,2149
E02006306,1137,507,391,505,2540
E02006307,1116,744,506,720,3086
E02006308,1166,363,250,348,2127
E02006309,990,492,391,606,2479
E02006310,1179,436,378,486,2479
E02006311,1289,615,522,748,3174
E02006312,1408,650,486,598,3142
E02006313,1513,817,658,767,3755
E02006314,1190,541,364,599,2694
E02006315,1006,509,419,578,2512
E02006316,1270,613,502,755,3140
E02006238,1543,596,469,649,3257
E02006239,745,310,226,314,1595
E02006240,1201,424,253,309,2187
E02006241,1279,463,354,513,2609
E02006242,1332,420,285,319,2356
E02006243,1503,399,306,395,2603
E02006273,1022,559,419,484,2484
E02006274,833,365,286,395,1879
E02006275,1124,287,251,323,1985
E02006276,1329,537,435,635,2936
E02006277,1294,297,200,265,2056
E02006278,1343,421,357,522,2643
E02006279,1535,614,467,688,3304
E02006280,1611,694,577,716,3598
E02006281,1629,609,547,924,3709
E02006282,966,538,444,512,2460
E02006283,1078,448,381,382,2289
E02006284,1297,383,282,389,2351
E02006285,1200,267,203,261,1931
E02006286,1740,553,384,450,3127
E02006826,1483,461,304,594,2842
E02000001,846,295,194,241,1576
E02000002,778,163,156,294,1391
E02000003,1161,269,203,313,1946
E02000004,982,200,163,285,1630
E02000005,1157,194,145,216,1712
E02000007,1044,231,146,244,1665
E02000008,1465,259,184,274,2182
E02000009,1222,174,116,173,1685
E02000010,1069,160,119,199,1547
E02000011,756,172,147,275,1350
E02000012,1384,242,153,305,2084
E02000013,1030,210,124,188,1552
E02000014,1134,251,163,225,1773
E02000015,865,179,111,170,1325
E02000016,848,79,52,43,1022
E02000017,1027,154,109,155,1445
E02000018,1078,181,108,172,1539
E02000019,1094,202,120,168,1584
E02000020,1397,198,125,228,1948
E02000021,920,178,108,180,1386
E02000022,703,55,42,46,846
E02000023,825,91,38,73,1027
E02006799,1347,217,173,252,1989
E02000024,1590,535,391,580,3096
E02000025,1145,336,237,335,2053
E02000026,1143,290,239,325,1997
E02000027,1400,366,268,385,2419
E02000028,974,245,191,329,1739
E02000029,1178,288,219,267,1952
E02000030,1670,487,360,563,3080
E02000031,1229,340,264,528,2361
E02000032,1444,379,264,396,2483
E02000033,1237,306,218,312,2073
E02000034,1279,339,279,362,2259
E02000035,1210,318,268,423,2219
E02000036,1876,366,295,404,2941
E02000037,2091,479,303,429,3302
E02000038,1481,347,256,435,2519
E02000039,1256,310,200,272,2038
E02000040,1132,310,265,325,2032
E02000041,1544,315,217,377,2453
E02000042,1417,349,284,473,2523
E02000043,1123,304,202,314,1943
E02000044,1608,221,148,174,2151
E02000045,1229,283,174,236,1922
E02000046,912,211,165,229,1517
E02000047,2124,310,172,308,2914
E02000048,1569,403,332,488,2792
E02000049,1481,162,115,113,1871
E02000050,1362,346,246,307,2261
E02000051,1542,389,339,521,2791
E02000052,1347,289,238,295,2169
E02000053,2188,221,144,227,2780
E02000054,1091,204,159,208,1662
E02000055,1527,282,230,413,2452
E02000056,2012,452,311,506,3281
E02000057,1217,207,155,234,1813
E02000058,2017,436,369,499,3321
E02000059,1744,270,193,335,2542
E02000060,1766,294,216,506,2782
E02000061,1419,287,201,409,2316
E02000062,821,155,74,131,1181
E02000063,1058,214,135,230,1637
E02000064,828,161,128,180,1297
E02000065,1082,137,102,94,1415
E02000066,1345,263,169,180,1957
E02000067,1168,270,170,244,1852
E02000068,874,168,118,215,1375
E02000069,887,243,211,325,1666
E02000070,1264,381,309,444,2398
E02000071,1105,301,186,280,1872
E02000072,1388,233,133,254,2008
E02000073,1630,540,393,590,3153
E02000074,1132,285,206,295,1918
E02000075,1217,460,341,507,2525
E02000077,1276,345,225,413,2259
E02000078,1166,369,290,408,2233
E02000079,1117,339,285,623,2364
E02000080,1355,415,287,492,2549
E02000081,1141,398,283,510,2332
E02000082,1414,395,262,404,2475
E02000083,1351,381,282,341,2355
E02000084,1627,535,397,536,3095
E02000085,1113,344,261,355,2073
E02000086,1130,375,280,317,2102
E02000087,1184,393,333,595,2505
E02000088,1126,342,330,403,2201
E02000089,1201,367,298,514,2380
E02000090,1250,426,361,631,2668
E02000091,1476,539,407,822,3244
E02000092,974,284,191,300,1749
E02006785,963,272,222,330,1787
E02000093,2346,355,289,433,3423
E02000094,1866,238,200,277,2581
E02000095,2000,342,240,356,2938
E02000096,1672,408,276,422,2778
E02000097,1957,268,225,324,2774
E02000098,1393,303,213,362,2271
E02000099,1310,209,157,260,1936
E02000100,2071,324,283,382,3060
E02000101,1387,263,216,310,2176
E02000102,1024,162,125,198,1509
E02000103,1300,219,179,269,1967
E02000104,1369,212,197,328,2106
E02000105,1515,231,164,255,2165
E02000106,1215,251,155,251,1872
E02000107,1221,252,186,192,1851
E02000108,1183,200,134,205,1722
E02000109,1791,220,201,310,2522
E02000110,1061,252,162,191,1666
E02000111,1664,284,172,287,2407
E02000112,1860,218,184,321,2583
E02000113,1212,169,116,173,1670
