MSOA,White%,Mixed%,Asian%,Black%,Other%
E02003542,0.858,0.0402,0.0687,0.0253,0.0078
E02003543,0.822,0.0353,0.1017,0.0271,0.0139
E02003544,0.9029,0.0315,0.0419,0.0189,0.0048
E02003545,0.8391,0.0298,0.088,0.0253,0.0178
E02003546,0.889,0.048,0.0392,0.0196,0.0042
E02003547,0.8386,0.0278,0.0717,0.0169,0.045
E02003548,0.8549,0.0411,0.074,0.0175,0.0125
E02006821,0.96,0.0167,0.0183,0.0021,0.0029
E02003389,0.8832,0.0235,0.0686,0.017,0.0077
E02003390,0.9245,0.0224,0.042,0.0066,0.0046
E02003391,0.9014,0.0255,0.0543,0.014,0.0049
E02003392,0.833,0.0411,0.0769,0.0419,0.0071
E02003393,0.9078,0.0253,0.0367,0.0272,0.0031
E02003394,0.7558,0.0541,0.0916,0.0946,0.0038
E02003395,0.6124,0.0421,0.2245,0.1084,0.0126
E02003396,0.7495,0.0463,0.1043,0.0935,0.0064
E02003397,0.8631,0.0332,0.0496,0.0505,0.0036
E02003398,0.5474,0.0369,0.3153,0.0865,0.0139
E02003399,0.5985,0.0444,0.2488,0.0822,0.0261
E02003400,0.7358,0.0366,0.1718,0.0444,0.0113
E02003401,0.7108,0.0408,0.1401,0.1017,0.0065
E02003402,0.6653,0.0359,0.2086,0.0718,0.0183
E02003403,0.7976,0.04,0.085,0.0719,0.0054
E02003404,0.6949,0.0442,0.1524,0.0952,0.0133
E02003405,0.7087,0.0626,0.1316,0.0886,0.0085
E02003406,0.7675,0.052,0.0941,0.0818,0.0046
E02003407,0.6943,0.0517,0.1316,0.1125,0.0098
E02003408,0.3889,0.0349,0.4502,0.096,0.03
E02003409,0.6356,0.0409,0.2096,0.0999,0.0139
E02003410,0.2572,0.0228,0.6221,0.0735,0.0244
E02003411,0.3931,0.0287,0.4817,0.0659,0.0306
E02003412,0.6422,0.0368,0.2427,0.0584,0.0198
E02003413,0.2744,0.0269,0.5814,0.0895,0.0277
E02003414,0.4733,0.0384,0.3693,0.091,0.028
E02003415,0.3247,0.0291,0.4783,0.1406,0.0272
E02003416,0.5337,0.0255,0.3534,0.055,0.0324
E02003417,0.3939,0.0357,0.4812,0.061,0.0281
E02003418,0.484,0.0297,0.383,0.0695,0.0338
E02003419,0.5064,0.0405,0.3187,0.106,0.0285
E02003420,0.5883,0.0398,0.2821,0.0682,0.0216
E02003549,0.7329,0.0208,0.1906,0.022,0.0337
E02003550,0.9016,0.0175,0.0585,0.0147,0.0076
E02003551,0.8328,0.0224,0.1163,0.0212,0.0074
E02003552,0.9103,0.0206,0.052,0.0118,0.0052
E02003553,0.7565,0.0287,0.1759,0.0214,0.0175
E02003554,0.8562,0.0165,0.0918,0.0199,0.0156
E02003555,0.9331,0.0154,0.0302,0.0176,0.0037
E02003556,0.929,0.0227,0.0306,0.0133,0.0044
E02003557,0.806,0.0255,0.1303,0.0135,0.0246
E02003558,0.8271,0.0228,0.1168,0.0254,0.0079
E02003559,0.8668,0.0202,0.0891,0.0119,0.012
E02003560,0.9544,0.0159,0.019,0.0085,0.0022
E02003561,0.8271,0.0309,0.1039,0.0242,0.014
E02003562,0.8904,0.0242,0.0599,0.0194,0.0061
E02003563,0.8963,0.0232,0.0503,0.0227,0.0075
E02003564,0.9333,0.0188,0.0316,0.0124,0.004
E02003565,0.8137,0.0334,0.111,0.0223,0.0196
E02003566,0.9369,0.0232,0.0268,0.0111,0.002
E02003567,0.898,0.0202,0.0591,0.0159,0.0068
E02003568,0.8338,0.0295,0.0994,0.0261,0.0112
E02003569,0.8444,0.033,0.0837,0.0298,0.0092
E02003570,0.4592,0.0368,0.3924,0.0862,0.0254
E02003571,0.8378,0.0315,0.0838,0.0325,0.0144
E02003572,0.9357,0.0158,0.0333,0.0088,0.0064
E02003573,0.9452,0.0242,0.0161,0.0126,0.0019
E02003574,0.9607,0.0144,0.013,0.0086,0.0032
E02003575,0.9453,0.0216,0.0208,0.0085,0.0038
E02003576,0.9382,0.0208,0.0233,0.0135,0.0042
E02003577,0.728,0.0374,0.1426,0.0477,0.0443
E02003578,0.9547,0.0218,0.0114,0.0083,0.0038
E02003579,0.9459,0.0205,0.0174,0.0141,0.0022
E02003580,0.9589,0.0217,0.0071,0.0078,0.0045
E02003367,0.9673,0.0141,0.0137,0.0029,0.0021
E02003368,0.9761,0.0079,0.0122,0.0025,0.0013
E02003369,0.9628,0.0178,0.0135,0.0046,0.0013
E02003370,0.9279,0.022,0.0322,0.015,0.0029
E02003371,0.9396,0.0209,0.0232,0.0136,0.0027
E02003372,0.8967,0.0304,0.0444,0.0248,0.0037
E02003373,0.9668,0.0116,0.0151,0.0055,0.001
E02003374,0.876,0.0251,0.062,0.0332,0.0037
E02003375,0.9549,0.0168,0.0199,0.0073,0.0012
E02003376,0.9764,0.0081,0.0109,0.0023,0.0023
E02003377,0.9568,0.0155,0.019,0.006,0.0027
E02003378,0.9543,0.0119,0.0246,0.006,0.0032
E02003379,0.9276,0.0148,0.0416,0.0129,0.0031
E02003380,0.9668,0.0132,0.0106,0.0085,0.0009
E02003381,0.9594,0.0141,0.0168,0.006,0.0037
E02003382,0.9562,0.0163,0.0182,0.0079,0.0013
E02003383,0.9543,0.0133,0.0227,0.0075,0.0022
E02003384,0.9803,0.0103,0.0066,0.0022,0.0006
E02003385,0.901,0.0169,0.067,0.0106,0.0045
E02003386,0.9528,0.0147,0.0221,0.0087,0.0018
E02003387,0.9563,0.0145,0.022,0.0031,0.0042
E02003388,0.9473,0.0162,0.0262,0.0094,0.0009
E02003421,0.7998,0.0181,0.168,0.0039,0.0102
E02003422,0.9554,0.0149,0.0222,0.0048,0.0027
E02003423,0.8161,0.0241,0.1467,0.0077,0.0054
E02003424,0.8324,0.0203,0.1276,0.0089,0.0107
E02003425,0.7706,0.0256,0.1753,0.0147,0.0138
E02003426,0.886,0.0209,0.0773,0.0086,0.0073
E02003427,0.7647,0.0241,0.1808,0.0203,0.0101
E02003428,0.8903,0.0205,0.0706,0.0117,0.0069
E02003429,0.8729,0.02,0.0926,0.0103,0.0041
E02003430,0.9009,0.0268,0.0509,0.0146,0.0067
E02003431,0.7993,0.025,0.1493,0.0146,0.0118
E02003432,0.8975,0.0274,0.054,0.013,0.0081
E02003433,0.8778,0.0209,0.0649,0.0284,0.008
E02003434,0.8688,0.0295,0.0772,0.0152,0.0093
E02003435,0.8502,0.0263,0.1009,0.0135,0.0091
E02003436,0.8675,0.0219,0.0941,0.0063,0.0102
E02003437,0.8864,0.0253,0.0625,0.017,0.0088
E02003438,0.9042,0.0241,0.0605,0.0071,0.0041
E02003439,0.9661,0.0129,0.0151,0.0028,0.0031
E02003440,0.9374,0.0195,0.0367,0.0044,0.002
E02003441,0.8868,0.0185,0.0783,0.0102,0.0062
E02003442,0.9291,0.016,0.0388,0.0097,0.0063
E02003443,0.8534,0.0209,0.0951,0.0193,0.0114
E02003444,0.6791,0.0282,0.2412,0.0322,0.0193
E02003445,0.8813,0.0188,0.0773,0.0175,0.005
E02003446,0.8113,0.0212,0.1321,0.0251,0.0104
E02003447,0.8518,0.0273,0.0948,0.0189,0.0072
E02003448,0.9221,0.0133,0.0511,0.0051,0.0084
E02003449,0.7903,0.0241,0.1467,0.0208,0.0181
E02003450,0.7939,0.0315,0.1235,0.0347,0.0164
E02003451,0.9274,0.0268,0.0362,0.0072,0.0024
E02003452,0.9426,0.0144,0.03,0.0077,0.0052
E02003453,0.9364,0.015,0.0381,0.0063,0.0041
E02003454,0.9341,0.0143,0.0443,0.0053,0.0021
E02003455,0.9369,0.0238,0.0283,0.0063,0.0048
E02003456,0.9302,0.0198,0.0374,0.0098,0.0028
E02003457,0.9481,0.0185,0.0258,0.0044,0.0032
E02003458,0.9371,0.0157,0.0354,0.0074,0.0045
E02003652,0.9358,0.0153,0.0263,0.0188,0.0038
E02003653,0.9015,0.0173,0.0439,0.0288,0.0085
E02003654,0.964,0.0137,0.0119,0.0085,0.0018
E02003655,0.9738,0.0114,0.0089,0.0035,0.0024
E02003656,0.9714,0.0134,0.008,0.0045,0.0026
E02003657,0.9751,0.0112,0.0093,0.0035,0.001
E02003658,0.9683,0.0126,0.0119,0.0045,0.0026
E02003659,0.9315,0.0203,0.0334,0.0112,0.0037
E02003660,0.9741,0.0109,0.0108,0.0021,0.0021
E02003661,0.9499,0.0177,0.0183,0.0129,0.0012
E02003662,0.7988,0.0356,0.1277,0.0276,0.0104
E02003663,0.774,0.0445,0.1256,0.0515,0.0044
E02003664,0.7698,0.0438,0.1366,0.0425,0.0073
E02003665,0.8401,0.037,0.0785,0.04,0.0044
E02003666,0.7018,0.0373,0.2085,0.0436,0.0088
E02003667,0.8533,0.0282,0.0823,0.0314,0.0049
E02003668,0.9081,0.0164,0.0586,0.0124,0.0045
E02003669,0.7172,0.0447,0.1926,0.0365,0.0091
E02003670,0.847,0.0291,0.0814,0.0351,0.0074
E02003671,0.7846,0.0347,0.1217,0.0491,0.0099
E02003672,0.9583,0.0131,0.022,0.005,0.0017
E02003673,0.964,0.0146,0.0151,0.0038,0.0026
E02003674,0.9787,0.0118,0.0053,0.0019,0.0023
E02003675,0.9575,0.0166,0.0199,0.005,0.001
E02003676,0.9693,0.0142,0.0133,0.0014,0.0017
E02003677,0.8354,0.0264,0.1208,0.0134,0.004
E02003678,0.8708,0.0172,0.1024,0.0067,0.0029
E02003679,0.8803,0.0333,0.0749,0.0093,0.0024
E02003680,0.9633,0.0155,0.0161,0.0042,0.001
E02003681,0.9089,0.0292,0.0536,0.0054,0.0029
E02003682,0.9057,0.0207,0.0632,0.0064,0.004
E02003683,0.88,0.0265,0.0838,0.0062,0.0035
E02003685,0.9514,0.02,0.0227,0.0031,0.0028
E02003686,0.9117,0.0214,0.0597,0.0041,0.0031
E02003687,0.9247,0.0228,0.0423,0.0039,0.0063
E02006823,0.953,0.018,0.023,0.0034,0.0026
E02003688,0.9037,0.0239,0.0604,0.0063,0.0057
E02003689,0.7811,0.0299,0.1655,0.0072,0.0162
E02003690,0.8694,0.0252,0.0839,0.0153,0.0062
E02003691,0.8552,0.0242,0.1063,0.0076,0.0067
E02003692,0.7754,0.025,0.1735,0.0129,0.0132
E02003693,0.8766,0.0166,0.0885,0.009,0.0093
E02003694,0.8872,0.024,0.0663,0.0177,0.0048
E02003695,0.8006,0.0221,0.1516,0.0112,0.0145
E02003696,0.9525,0.018,0.0201,0.0072,0.0022
E02003697,0.9577,0.016,0.0157,0.0091,0.0015
E02003698,0.9514,0.0144,0.0269,0.0049,0.0024
E02003699,0.9454,0.016,0.0227,0.0126,0.0032
E02003701,0.7515,0.0321,0.1672,0.046,0.0031
E02003702,0.9492,0.0139,0.0241,0.0103,0.0025
E02003703,0.7419,0.0373,0.1556,0.0554,0.0098
E02003704,0.9294,0.0218,0.0368,0.0081,0.0039
E02003705,0.5243,0.0357,0.3588,0.0734,0.0078
E02003706,0.7016,0.0485,0.1727,0.0716,0.0056
E02003707,0.6645,0.0476,0.2341,0.0507,0.0031
E02003708,0.3609,0.0368,0.5065,0.0846,0.0112
E02003709,0.7095,0.0548,0.1309,0.0983,0.0065
E02003710,0.62,0.0385,0.2734,0.0619,0.0062
E02003711,0.807,0.0445,0.0904,0.0517,0.0064
E02003712,0.8089,0.0268,0.1058,0.0532,0.0052
E02003713,0.9455,0.0216,0.0225,0.0079,0.0025
E02003714,0.9169,0.0244,0.0397,0.0155,0.0035
E02003715,0.9447,0.0188,0.0259,0.0077,0.0028
E02003716,0.9454,0.0172,0.0313,0.0051,0.0011
E02003717,0.9511,0.0183,0.0205,0.007,0.0031
E02003718,0.9321,0.0237,0.0268,0.0125,0.0049
E02006824,0.9251,0.0193,0.039,0.0115,0.0051
E02004356,0.9526,0.0174,0.0175,0.0063,0.0063
E02004357,0.9326,0.0208,0.0333,0.0101,0.0032
E02004358,0.9614,0.0116,0.0192,0.0051,0.0027
