MSOA,White%,Mixed%,Asian%,Black%,Other%
E02005725,0.9498,0.0074,0.0381,0.0021,0.0026
E02005726,0.942,0.0082,0.0445,0.0022,0.0031
E02005727,0.9916,0.0039,0.0033,0.0006,0.0006
E02005728,0.9928,0.0032,0.0021,0.0011,0.0007
E02005729,0.9863,0.008,0.0044,0.0005,0.0007
E02005730,0.9844,0.0085,0.005,0.0005,0.0016
E02005731,0.9867,0.0051,0.0074,0.0005,0.0004
E02005732,0.9881,0.0061,0.0049,0.0004,0.0006
E02005733,0.9887,0.0055,0.0044,0.001,0.0004
E02005734,0.9878,0.0054,0.0052,0.0005,0.0011
E02005735,0.9681,0.0063,0.0228,0.0013,0.0015
E02005736,0.9749,0.0053,0.0185,0.0003,0.0011
E02005737,0.987,0.0047,0.0069,0.0004,0.001
E02005738,0.9903,0.0037,0.0049,0.0004,0.0006
E02005739,0.9895,0.0049,0.005,0.0005,0.0001
E02005740,0.9909,0.0033,0.004,0.001,0.0008
E02005741,0.9849,0.0048,0.0095,0.0002,0.0006
E02002515,0.9815,0.0088,0.0081,0.0015,0.0001
E02002516,0.984,0.0058,0.0084,0.0016,0.0003
E02002517,0.987,0.0072,0.005,0.0007,0
E02002518,0.9873,0.0069,0.0041,0.0011,0.0006
E02002519,0.9859,0.007,0.0045,0.0009,0.0017
E02002520,0.9893,0.0056,0.0037,0.0004,0.001
E02002521,0.9846,0.0086,0.0054,0.0002,0.0013
E02002523,0.9853,0.0088,0.0029,0.0006,0.0025
E02002524,0.9924,0.0039,0.003,0.0006,0.0002
E02002525,0.9925,0.0041,0.0024,0.0008,0.0002
E02002526,0.9897,0.0054,0.0035,0.0007,0.0008
E02002527,0.9917,0.0042,0.0017,0.0008,0.0015
E02002529,0.9904,0.0061,0.0023,0.0009,0.0003
E02002530,0.9871,0.0057,0.006,0.0003,0.0009
E02002532,0.985,0.0054,0.007,0.0006,0.0019
E02002533,0.9833,0.0063,0.0075,0.0026,0.0003
E02002534,0.9901,0.003,0.0059,0,0.001
E02006812,0.9835,0.0075,0.0057,0.0011,0.0022
E02006910,0.9612,0.0084,0.0275,0.0018,0.0011
E02002535,0.9832,0.0057,0.0089,0.0007,0.0016
E02002536,0.9873,0.0073,0.0041,0.0009,0.0004
E02002537,0.9842,0.0085,0.0038,0.0022,0.0012
E02002538,0.982,0.008,0.0063,0.0022,0.0015
E02002539,0.9576,0.0096,0.029,0.0013,0.0026
E02002540,0.9806,0.0051,0.0126,0.0014,0.0003
E02002541,0.9767,0.0057,0.0143,0.0013,0.0021
E02002542,0.9645,0.0111,0.0185,0.0043,0.0016
E02002543,0.9614,0.0085,0.0257,0.0025,0.0019
E02002544,0.9562,0.0184,0.0138,0.01,0.0015
E02002545,0.9731,0.0026,0.0213,0.0024,0.0006
E02002546,0.9464,0.0124,0.0291,0.0093,0.0028
E02002547,0.9617,0.0076,0.0254,0.0035,0.0019
E02002548,0.7861,0.0216,0.1433,0.038,0.0109
E02002549,0.9753,0.0051,0.0156,0.0022,0.0019
E02002550,0.9165,0.0134,0.061,0.0048,0.0042
E02002551,0.8258,0.0149,0.1377,0.0127,0.009
E02002552,0.9629,0.0154,0.0145,0.0057,0.0015
E02002553,0.9452,0.0104,0.0367,0.0044,0.0034
E02002554,0.9695,0.0091,0.0133,0.006,0.0022
E02002555,0.9621,0.0107,0.0225,0.003,0.0017
E02002556,0.9214,0.0094,0.0624,0.0032,0.0036
E02002557,0.9355,0.0097,0.0465,0.0047,0.0036
E02002558,0.95,0.0127,0.0306,0.0033,0.0034
E02001682,0.9865,0.0051,0.0062,0.0013,0.0009
E02001683,0.9882,0.006,0.0043,0.0009,0.0007
E02001684,0.9562,0.0124,0.0194,0.008,0.0041
E02001685,0.9804,0.0073,0.008,0.0024,0.0019
E02001686,0.9839,0.0052,0.0076,0.0013,0.002
E02001688,0.9156,0.0149,0.0419,0.0159,0.0116
E02001689,0.9071,0.0113,0.0486,0.0095,0.0235
E02001690,0.9697,0.0078,0.0172,0.0028,0.0026
E02001691,0.8943,0.0155,0.0544,0.0171,0.0187
E02001692,0.9627,0.0089,0.0186,0.0047,0.0051
E02001693,0.9758,0.0059,0.0098,0.0039,0.0046
E02001694,0.9787,0.0069,0.0107,0.0029,0.0009
E02001695,0.9753,0.0054,0.0162,0.0009,0.0022
E02001696,0.9772,0.0046,0.0126,0.0039,0.0017
E02001697,0.9741,0.0063,0.0132,0.0024,0.0041
E02001698,0.9845,0.0051,0.0083,0.0004,0.0018
E02001699,0.9807,0.005,0.0102,0.0024,0.0017
E02001700,0.976,0.0072,0.0143,0.0012,0.0013
E02001701,0.9752,0.0079,0.015,0.0009,0.0009
E02001702,0.9711,0.0063,0.0107,0.0087,0.0032
E02001703,0.9907,0.0051,0.0035,0.0004,0.0004
E02001704,0.9785,0.0043,0.0087,0.0042,0.0043
E02001705,0.984,0.0028,0.0081,0.0021,0.003
E02001706,0.9767,0.0074,0.0108,0.0029,0.0023
E02001707,0.9756,0.005,0.014,0.0029,0.0025
E02006841,0.8468,0.0212,0.0757,0.0299,0.0263
E02006842,0.9352,0.0084,0.0304,0.0111,0.0148
E02001708,0.8978,0.0118,0.0498,0.0043,0.0363
E02001709,0.8746,0.0134,0.0864,0.0092,0.0165
E02001710,0.9215,0.0115,0.0375,0.018,0.0115
E02001711,0.9413,0.0082,0.0301,0.0063,0.0141
E02001712,0.8918,0.0154,0.0662,0.0112,0.0154
E02001713,0.8762,0.0153,0.089,0.008,0.0114
E02001714,0.8502,0.0131,0.117,0.0086,0.0111
E02001715,0.8582,0.0152,0.0767,0.0374,0.0126
E02001718,0.9489,0.0099,0.0309,0.0067,0.0035
E02001719,0.8932,0.0135,0.0807,0.0069,0.0057
E02001720,0.9081,0.0219,0.0583,0.0059,0.0059
E02001721,0.9812,0.0071,0.0082,0.0015,0.002
E02001722,0.9744,0.0081,0.0101,0.0051,0.0023
E02001723,0.7803,0.021,0.1649,0.0184,0.0154
E02001724,0.8879,0.0178,0.0725,0.0143,0.0075
E02001725,0.8878,0.0211,0.0662,0.0182,0.0068
E02001726,0.8064,0.012,0.1636,0.0086,0.0094
E02001727,0.9557,0.0059,0.0197,0.0127,0.0061
E02001728,0.9757,0.0063,0.01,0.0042,0.0039
E02001729,0.4876,0.0277,0.3757,0.0522,0.0567
E02001730,0.8132,0.0191,0.1291,0.0231,0.0154
E02001731,0.6648,0.0296,0.2194,0.0395,0.0468
E02001732,0.9332,0.0139,0.0419,0.0101,0.0008
E02001733,0.9052,0.0145,0.0326,0.0367,0.0111
E02001734,0.8934,0.0179,0.0591,0.0223,0.0073
E02001735,0.9432,0.011,0.0263,0.0177,0.0018
E02001736,0.5274,0.0262,0.3593,0.0549,0.0323
E02001737,0.9052,0.0175,0.0249,0.0395,0.0129
E02006893,0.9762,0.0051,0.0151,0.0019,0.0017
E02001738,0.9755,0.0032,0.0171,0.0018,0.0025
E02001739,0.9787,0.0073,0.0109,0.0021,0.0009
E02001740,0.9762,0.0107,0.0116,0.0009,0.0007
E02001741,0.9798,0.006,0.0086,0.005,0.0006
E02001742,0.9824,0.0081,0.0083,0.0007,0.0005
E02001743,0.9535,0.012,0.0299,0.0008,0.0038
E02001744,0.9804,0.007,0.0083,0.0012,0.0031
E02001745,0.9783,0.0071,0.0101,0.0038,0.0008
E02001746,0.9584,0.0098,0.0277,0.0023,0.0018
E02001747,0.9837,0.0063,0.0081,0.0011,0.0008
E02001748,0.9506,0.0106,0.0295,0.004,0.0053
E02001749,0.9682,0.0081,0.0198,0.0024,0.0015
E02001750,0.9533,0.0075,0.035,0.0023,0.002
E02001751,0.9752,0.0113,0.0108,0.0017,0.0012
E02001752,0.9368,0.0097,0.0428,0.0048,0.0059
E02001753,0.9749,0.0114,0.0095,0.0029,0.0013
E02001754,0.9761,0.0115,0.0096,0.0018,0.001
E02001755,0.9598,0.0078,0.0265,0.0026,0.0033
E02001756,0.9399,0.0121,0.0385,0.0076,0.0019
E02001757,0.978,0.0069,0.0108,0.0005,0.0037
E02001758,0.9829,0.0043,0.01,0.0027,0.0002
E02001759,0.9666,0.0127,0.0148,0.0033,0.0025
E02001760,0.963,0.0114,0.0181,0.0059,0.0015
E02001761,0.9837,0.0061,0.0052,0.0043,0.0007
E02001762,0.9503,0.007,0.039,0.0018,0.002
E02001763,0.9772,0.007,0.0116,0.0035,0.0008
E02001764,0.9599,0.0142,0.0163,0.0058,0.0038
E02001765,0.9563,0.0106,0.0194,0.0115,0.0022
E02001766,0.9541,0.011,0.0235,0.0097,0.0017
E02001767,0.9645,0.0074,0.0197,0.0064,0.002
E02001768,0.8258,0.015,0.1332,0.0069,0.0191
E02001769,0.8547,0.0199,0.0807,0.0108,0.0339
E02001770,0.9573,0.0102,0.018,0.0035,0.011
E02001771,0.977,0.0067,0.0131,0.0011,0.002
E02001772,0.9592,0.0157,0.015,0.0031,0.007
E02001773,0.9738,0.0086,0.0112,0.0022,0.0042
E02001774,0.9682,0.0093,0.0164,0.0011,0.0051
E02001775,0.9831,0.0078,0.0059,0.002,0.0012
E02001776,0.9775,0.0068,0.0094,0.0016,0.0048
E02001777,0.9791,0.0065,0.0088,0.0013,0.0043
E02001778,0.9517,0.0117,0.0249,0.0052,0.0065
E02001779,0.9686,0.0108,0.0101,0.0035,0.007
E02001780,0.975,0.0069,0.0102,0.0033,0.0046
E02001781,0.9775,0.0098,0.0078,0.002,0.003
E02001782,0.9823,0.007,0.0055,0.003,0.0021
E02001783,0.9668,0.0123,0.007,0.0064,0.0075
E02001784,0.9852,0.0044,0.0059,0.0013,0.0032
E02001785,0.9792,0.0075,0.0091,0.0003,0.0039
E02001786,0.9856,0.0067,0.006,0.0004,0.0013
E02001787,0.9911,0.0034,0.0044,0.0004,0.0007
E02001788,0.9681,0.0053,0.0241,0.0008,0.0017
E02001789,0.9527,0.0058,0.0338,0.0005,0.0072
E02001790,0.979,0.0055,0.0119,0.0022,0.0013
E02001791,0.9883,0.0047,0.0052,0.0009,0.001
E02001792,0.9888,0.0055,0.0052,0,0.0006
E02001793,0.9863,0.0054,0.005,0.0025,0.0008
E02001794,0.9893,0.0053,0.0032,0.0018,0.0003
E02001795,0.9867,0.0046,0.0061,0.0021,0.0005
E02001796,0.9264,0.0074,0.0474,0.0115,0.0072
E02001797,0.9711,0.007,0.0185,0.0029,0.0005
E02001798,0.9845,0.0071,0.0053,0.0016,0.0015
E02001799,0.9784,0.0064,0.0086,0.006,0.0006
E02001800,0.9861,0.006,0.0063,0.0004,0.0011
E02001801,0.7702,0.0119,0.1841,0.0217,0.0121
E02001802,0.9629,0.0059,0.0263,0.0046,0.0003
E02001803,0.8037,0.0226,0.1212,0.0322,0.0204
E02001804,0.982,0.0054,0.0101,0.0022,0.0003
E02001805,0.9478,0.0053,0.0411,0.0041,0.0017
E02001806,0.896,0.0113,0.0755,0.0132,0.004
E02001807,0.9701,0.0078,0.0167,0.004,0.0014
E02001808,0.796,0.0117,0.1675,0.0163,0.0084
E02001809,0.9849,0.0044,0.0066,0.0023,0.0018
E02001810,0.9825,0.0072,0.0078,0.0013,0.0012
E02001811,0.9849,0.0042,0.0093,0.0013,0.0003
E02001812,0.9284,0.0067,0.0517,0.0035,0.0096
E02001813,0.9762,0.0037,0.0147,0.0035,0.002
E02001814,0.9633,0.01,0.0211,0.0031,0.0025
E02001815,0.965,0.0063,0.0248,0.0012,0.0027
E02001816,0.986,0.0043,0.0067,0.0019,0.0012
E02001817,0.9874,0.0041,0.0068,0.0002,0.0014
E02001818,0.9756,0.0047,0.0124,0.002,0.0052
E02001819,0.983,0.0036,0.0097,0.0013,0.0024
E02001820,0.9795,0.0035,0.0131,0.0019,0.002
E02001821,0.9839,0.004,0.0071,0.0015,0.0035
E02001822,0.9853,0.0038,0.0061,0.0034,0.0014
E02001823,0.9836,0.0046,0.0087,0.0018,0.0013
E02001824,0.9856,0.0054,0.0055,0.0025,0.0011
E02001825,0.9894,0.0048,0.0038,0.0013,0.0007
E02001826,0.9877,0.0038,0.0053,0.0014,0.0018
E02002615,0.744,0.0163,0.2325,0.0045,0.0026
E02002616,0.4936,0.0138,0.4712,0.0027,0.0188
E02002617,0.1907,0.0146,0.7836,0.0044,0.0067
E02002618,0.1438,0.0131,0.8208,0.0073,0.015
E02002619,0.4139,0.0141,0.5475,0.0106,0.0139
E02002620,0.4115,0.0157,0.5419,0.0141,0.0169
E02002621,0.1772,0.0179,0.7714,0.0091,0.0245
E02002622,0.7439,0.012,0.2235,0.011,0.0095
E02002623,0.9044,0.0165,0.0649,0.0093,0.0049
E02002624,0.9073,0.0085,0.0768,0.0027,0.0047
E02002625,0.8383,0.0132,0.1305,0.0088,0.0093
E02002626,0.9665,0.0094,0.0157,0.0054,0.003
E02002627,0.9582,0.0095,0.0266,0.0036,0.0021
E02002628,0.9555,0.0082,0.0295,0.0031,0.0037
E02002629,0.9255,0.0102,0.0572,0.004,0.0031
E02002630,0.9274,0.009,0.0554,0.0052,0.0029
E02002631,0.9701,0.0079,0.0178,0.0025,0.0016
E02002632,0.9844,0.0069,0.0064,0.0006,0.0018
E02002633,0.9828,0.0072,0.0076,0.002,0.0004
E02002634,0.9805,0.0085,0.0085,0.0015,0.0011
E02002635,0.9771,0.0096,0.0093,0.0015,0.0025
E02002636,0.9729,0.0116,0.0125,0.0021,0.0008
E02002637,0.9737,0.0087,0.0134,0.0018,0.0024
E02002638,0.9507,0.0175,0.0242,0.0039,0.0037
E02002639,0.9723,0.0118,0.0106,0.0033,0.0021
E02002640,0.946,0.0253,0.0208,0.0042,0.0037
E02002641,0.9309,0.0138,0.0474,0.0024,0.0054
E02002642,0.9411,0.0162,0.0304,0.0065,0.0058
E02002643,0.9588,0.0117,0.022,0.0035,0.004
E02002644,0.9755,0.0102,0.0118,0.0007,0.0017
E02002645,0.9441,0.0204,0.0298,0.0036,0.0021
E02002646,0.9785,0.0089,0.0087,0.0015,0.0024
E02002647,0.9684,0.0129,0.0132,0.003,0.0024
E02002648,0.9774,0.0126,0.0085,0.0008,0.0008
E02002649,0.9734,0.0109,0.0116,0.0023,0.0016
E02002650,0.9763,0.0108,0.0084,0.0014,0.0031
E02002651,0.9783,0.0094,0.0105,0.0012,0.0005
E02003811,0.9895,0.0048,0.0037,0.0003,0.0017
E02003812,0.9779,0.0098,0.0102,0.0016,0.0005
E02003813,0.9869,0.007,0.0042,0.001,0.001
E02003814,0.983,0.0079,0.0083,0.0005,0.0003
E02003815,0.9811,0.007,0.0084,0.0021,0.0015
E02003816,0.9723,0.006,0.018,0.0019,0.0018
E02003817,0.9798,0.0061,0.0098,0.0021,0.0021
E02003818,0.989,0.0041,0.0057,0.0003,0.0009
E02003819,0.9826,0.0068,0.0071,0.0017,0.0017
E02003820,0.9766,0.0071,0.0116,0.0022,0.0025
E02003821,0.9834,0.0068,0.0085,0.0007,0.0006
E02003822,0.9885,0.0056,0.0033,0.0009,0.0016
E02003823,0.9723,0.0135,0.012,0.0015,0.0008
E02003824,0.9815,0.008,0.0082,0.0015,0.0008
E02003825,0.9643,0.0122,0.0181,0.0032,0.0022
E02003826,0.9705,0.0138,0.0084,0.0067,0.0007
E02003827,0.9492,0.017,0.0208,0.0108,0.0022
E02003828,0.9686,0.0136,0.0131,0.003,0.0018
E02003829,0.9532,0.0123,0.0174,0.0148,0.0023
E02003830,0.9398,0.0233,0.0193,0.0123,0.0052
E02003831,0.9838,0.0071,0.006,0.0021,0.0011
E02003832,0.8872,0.0233,0.0651,0.019,0.0055
E02003833,0.9691,0.0133,0.0129,0.0024,0.0024
E02003834,0.9454,0.0218,0.0186,0.0096,0.0046
E02003835,0.9828,0.0075,0.0066,0.0018,0.0013
E02003836,0.9826,0.0065,0.0065,0.0026,0.0017
E02003837,0.9773,0.0094,0.0107,0.0019,0.0007
E02003838,0.9857,0.0052,0.0044,0.0025,0.0021
E02003839,0.9795,0.0075,0.0076,0.0042,0.0011
E02003840,0.99,0.005,0.0042,0.0006,0.0002
E02003853,0.9826,0.0074,0.0062,0.0014,0.0025
E02003854,0.9774,0.0062,0.0128,0.0006,0.003
E02003855,0.9806,0.0054,0.0116,0.0011,0.0012
E02003856,0.917,0.0183,0.0483,0.0077,0.0087
E02003857,0.9037,0.02,0.0575,0.01,0.0088
E02003858,0.9199,0.0179,0.0492,0.0041,0.0089
E02003859,0.9666,0.0111,0.0158,0.0037,0.0028
E02003860,0.9701,0.01,0.0156,0.002,0.0023
E02003861,0.9578,0.0123,0.0237,0.0037,0.0025
E02003862,0.9678,0.0127,0.0127,0.0041,0.0027
E02003863,0.9718,0.0114,0.012,0.0018,0.0031
E02003864,0.9512,0.0147,0.0239,0.0056,0.0046
E02003865,0.9833,0.0071,0.0067,0.0021,0.0008
E02003866,0.9606,0.0067,0.0275,0.002,0.0032
E02003867,0.9394,0.0115,0.042,0.006,0.0011
E02003868,0.9717,0.0093,0.0138,0.004,0.0012
E02003869,0.9734,0.007,0.014,0.0028,0.0028
E02003870,0.9409,0.0143,0.0378,0.0052,0.0018
E02003871,0.9697,0.0117,0.0133,0.0049,0.0004
E02003872,0.9871,0.0072,0.0039,0.0007,0.001
E02003873,0.9609,0.0095,0.0245,0.0034,0.0016
E02003794,0.9751,0.0096,0.0108,0.0027,0.0017
E02003795,0.9673,0.0093,0.0141,0.0059,0.0034
E02003796,0.9461,0.0089,0.0385,0.0033,0.0032
E02003797,0.9497,0.0115,0.0268,0.0075,0.0044
E02003798,0.9764,0.013,0.0084,0.0012,0.001
E02003799,0.9724,0.0115,0.0107,0.005,0.0004
E02003800,0.9857,0.0073,0.0043,0.0016,0.0011
E02003801,0.9682,0.008,0.0184,0.0037,0.0017
E02003802,0.9332,0.0168,0.0318,0.0118,0.0065
E02003803,0.9458,0.0194,0.0224,0.0089,0.0035
E02003804,0.9643,0.0142,0.0155,0.0041,0.0019
E02003805,0.9761,0.0087,0.0121,0.0021,0.001
E02003806,0.9697,0.0114,0.0163,0.0013,0.0012
E02003807,0.9528,0.0149,0.0271,0.0031,0.0021
E02003808,0.9593,0.0142,0.0184,0.0053,0.0028
E02003809,0.9871,0.0069,0.0049,0.0009,0.0001
E02003810,0.9916,0.0048,0.0016,0.0014,0.0006
E02003841,0.9738,0.0118,0.0106,0.001,0.0028
E02003842,0.9854,0.0086,0.0034,0.0015,0.0011
E02003843,0.9841,0.0073,0.0051,0.0029,0.0005
E02003844,0.9888,0.0059,0.0032,0.0007,0.0013
E02003845,0.9719,0.0094,0.0143,0.0034,0.001
E02003846,0.9836,0.0088,0.0053,0.0016,0.0006
E02003847,0.9779,0.007,0.0123,0.0016,0.0014
E02003848,0.9767,0.0121,0.007,0.0039,0.0002
E02003849,0.9679,0.0118,0.0143,0.0035,0.0025
E02003850,0.9815,0.0062,0.0112,0.0009,0.0002
E02003851,0.9711,0.007,0.0192,0.001,0.0017
E02003852,0.9811,0.006,0.0093,0.0016,0.002
E02003874,0.979,0.0084,0.0105,0.0015,0.0007
E02003875,0.9903,0.0059,0.0019,0.0014,0.0005
E02003876,0.9881,0.0055,0.0048,0.0014,0.0002
E02003877,0.985,0.0053,0.0071,0.0011,0.0015
E02003878,0.9791,0.0066,0.0129,0.0011,0.0002
E02003879,0.9659,0.0093,0.0204,0.0024,0.0021
E02003880,0.9848,0.0063,0.0061,0.0006,0.0022
E02003881,0.9713,0.0101,0.0125,0.003,0.0031
E02003882,0.9751,0.0112,0.01,0.0024,0.0013
E02003883,0.9743,0.0083,0.0138,0.0019,0.0016
E02003884,0.9801,0.0073,0.0092,0.001,0.0023
E02003885,0.9904,0.0041,0.0035,0.0016,0.0004
E02003886,0.9791,0.0078,0.0102,0.0026,0.0003
E02003887,0.976,0.0116,0.0085,0.0026,0.0013
E02003888,0.9829,0.0067,0.0082,0.0011,0.0011
E02003889,0.9711,0.0112,0.0151,0.0025,0.0002
E02003890,0.9845,0.0071,0.0064,0.0017,0.0003
E02003891,0.9873,0.0044,0.0058,0.0018,0.0007
E02002574,0.9753,0.0106,0.0083,0.0029,0.0028
E02002575,0.9725,0.0087,0.0168,0.0018,0.0003
E02002576,0.9815,0.0085,0.0072,0.0023,0.0004
E02002577,0.9829,0.01,0.0025,0.0021,0.0024
E02002578,0.9829,0.0084,0.0063,0.0005,0.0018
E02002579,0.988,0.0085,0.0022,0.001,0.0004
E02002580,0.9715,0.0137,0.0099,0.0029,0.002
E02002581,0.9784,0.011,0.0065,0.0027,0.0014
E02002582,0.9727,0.011,0.0135,0.002,0.0009
E02002583,0.9801,0.0127,0.0057,0.001,0.0004
E02002584,0.9871,0.0071,0.0038,0.0016,0.0004
E02002585,0.9767,0.0114,0.0075,0.0031,0.0011
E02002586,0.9784,0.0104,0.0083,0.0019,0.001
E02002587,0.9743,0.017,0.0051,0.002,0.0016
E02002588,0.9713,0.0172,0.0065,0.0041,0.0008
E02002589,0.9853,0.0068,0.0062,0.0005,0.0012
E02002590,0.9505,0.0154,0.0169,0.0129,0.0043
E02002591,0.9778,0.0098,0.0098,0.0025,0.0002
E02002592,0.9757,0.0079,0.0132,0.0017,0.0014
E02002593,0.9551,0.0141,0.025,0.0034,0.0023
E02002594,0.959,0.0167,0.0188,0.0031,0.0024
E02002595,0.977,0.012,0.0071,0.0033,0.0006
E02002596,0.9751,0.0115,0.0073,0.0038,0.0024
E02002597,0.9722,0.0128,0.0111,0.0023,0.0016
E02002598,0.9194,0.0139,0.0593,0.0038,0.0036
E02002599,0.9001,0.0106,0.0793,0.0058,0.0042
E02002600,0.9731,0.0118,0.0109,0.0019,0.0024
E02002601,0.9881,0.0058,0.0026,0.0019,0.0015
E02002602,0.9171,0.0114,0.0621,0.005,0.0044
E02002603,0.9748,0.0067,0.0148,0.002,0.0017
E02002604,0.9804,0.0066,0.0094,0.0026,0.001
E02002605,0.958,0.0091,0.0273,0.0044,0.0012
E02002606,0.9374,0.0116,0.0404,0.0061,0.0045
E02002607,0.93,0.0115,0.048,0.0046,0.0058
E02002608,0.9814,0.0068,0.0098,0.0008,0.0012
E02002609,0.9658,0.0106,0.017,0.0033,0.0033
E02002610,0.9701,0.0121,0.0134,0.0024,0.0019
E02002611,0.9791,0.0077,0.0114,0.0016,0.0001
E02002612,0.97,0.0103,0.0165,0.0018,0.0015
E02002613,0.9645,0.0105,0.0208,0.0019,0.0023
E02002614,0.9531,0.0085,0.034,0.0016,0.0028
E02003965,0.9938,0.0037,0.0023,0.0002,0.0001
E02003966,0.9931,0.0037,0.0021,0.0003,0.0008
E02003967,0.9926,0.0042,0.0017,0.0006,0.0008
E02003968,0.9913,0.0039,0.0037,0.0008,0.0002
E02003969,0.9882,0.0072,0.0036,0.0007,0.0003
E02003970,0.9812,0.0053,0.0114,0.0015,0.0006
E02003971,0.9895,0.0036,0.0061,0.0002,0.0005
E02003972,0.9888,0.0047,0.0062,0.0001,0.0002
E02003973,0.9882,0.0046,0.005,0.0009,0.0013
E02003974,0.9929,0.0019,0.0041,0.0005,0.0005
E02003975,0.9929,0.0037,0.0015,0.0008,0.0011
E02003976,0.9755,0.0074,0.0127,0.0029,0.0015
E02003977,0.9891,0.0059,0.003,0.0006,0.0014
E02003978,0.9892,0.004,0.0054,0.0012,0.0002
E02003979,0.9721,0.0045,0.0198,0.001,0.0025
E02003980,0.9823,0.0052,0.0107,0.0006,0.0012
E02003981,0.9807,0.0059,0.0105,0.0025,0.0004
E02003982,0.9847,0.0046,0.0074,0.0009,0.0024
E02003983,0.9853,0.0057,0.0081,0.0005,0.0004
E02003984,0.9705,0.0062,0.0195,0.0017,0.002
E02003985,0.9916,0.0049,0.0019,0.0003,0.0012
E02003986,0.9913,0.005,0.0027,0.0008,0.0002
E02003987,0.9917,0.003,0.0036,0.0007,0.001
E02003988,0.9896,0.0048,0.0033,0.002,0.0003
E02003989,0.9745,0.0038,0.02,0.0009,0.0008
E02003990,0.9805,0.006,0.0107,0.0011,0.0016
E02003991,0.9929,0.0035,0.0027,0.0001,0.0008
E02003992,0.9614,0.0095,0.0256,0.0029,0.0006
E02003993,0.99,0.003,0.0054,0.0013,0.0003
E02003994,0.9669,0.0081,0.0181,0.0045,0.0024
E02003995,0.988,0.004,0.0063,0.0007,0.0009
E02003996,0.9681,0.0063,0.0233,0.0012,0.001
E02003997,0.9851,0.0042,0.0078,0.0006,0.0023
E02003998,0.9874,0.0039,0.0075,0.0012,0
E02003999,0.9823,0.0037,0.0119,0.0009,0.0012
E02004000,0.9907,0.0036,0.0042,0.0004,0.0011
E02004001,0.9768,0.0048,0.0175,0.0009,0
E02004002,0.9749,0.004,0.0174,0.0015,0.0021
E02004003,0.9885,0.0047,0.0055,0.0003,0.001
E02004004,0.9873,0.0059,0.0061,0,0.0007
E02004005,0.9883,0.0049,0.0049,0.0015,0.0005
E02004006,0.9837,0.0042,0.0102,0.0017,0.0002
E02004007,0.9836,0.0059,0.007,0.0029,0.0007
E02004008,0.9919,0.0042,0.0023,0.0005,0.0011
E02004009,0.9908,0.003,0.0048,0.0005,0.001
E02004010,0.9824,0.0051,0.0118,0,0.0007
E02004011,0.9867,0.0043,0.0072,0.0005,0.0013
E02004012,0.9885,0.0056,0.0042,0.0007,0.0009
E02004013,0.992,0.0041,0.0033,0.0004,0.0001
E02004014,0.9925,0.002,0.0047,0.0004,0.0004
E02004015,0.9734,0.0092,0.0136,0.0034,0.0005
E02004016,0.9751,0.008,0.0119,0.0048,0.0002
E02004017,0.9899,0.0068,0.0021,0.0007,0.0005
E02004018,0.9708,0.0097,0.0151,0.0026,0.0018
E02004019,0.989,0.0053,0.0033,0.001,0.0015
E02004020,0.9826,0.0052,0.0076,0.0027,0.0019
E02004021,0.9865,0.0087,0.003,0.0009,0.0008
E02004022,0.995,0.0027,0.0016,0.0005,0.0002
E02004023,0.9688,0.008,0.021,0.0008,0.0014
E02004024,0.9957,0.0021,0.0015,0.0004,0.0003
E02004025,0.9844,0.0062,0.0066,0.0015,0.0014
E02004026,0.9802,0.0075,0.0098,0.0012,0.0012
E02004027,0.9899,0.0029,0.0049,0.002,0.0003
E02004028,0.991,0.0034,0.0041,0.0013,0.0003
E02000984,0.9684,0.0104,0.0177,0.0013,0.0022
E02000985,0.9753,0.0098,0.0107,0.0029,0.0013
E02000986,0.8818,0.013,0.0954,0.0053,0.0045
E02000987,0.976,0.0097,0.0085,0.0032,0.0026
E02000988,0.708,0.0205,0.2523,0.0156,0.0037
E02000989,0.9768,0.0089,0.0104,0.0024,0.0015
E02000990,0.9523,0.0151,0.0272,0.0038,0.0016
E02000991,0.8884,0.0193,0.082,0.0068,0.0035
E02000992,0.9827,0.0076,0.0069,0.0021,0.0007
E02000993,0.9052,0.0276,0.0315,0.0294,0.0063
E02000994,0.5245,0.0263,0.3995,0.0345,0.0152
E02000995,0.9282,0.0167,0.0355,0.0154,0.0042
E02000996,0.9366,0.0147,0.0165,0.0285,0.0037
E02000997,0.944,0.013,0.0347,0.0065,0.0018
E02000998,0.6216,0.02,0.3168,0.0291,0.0124
E02000999,0.6143,0.0335,0.2781,0.0504,0.0237
E02001000,0.8553,0.0196,0.099,0.0211,0.005
E02001001,0.7228,0.0253,0.2232,0.0225,0.0063
E02001002,0.943,0.0175,0.0295,0.0088,0.0012
E02001003,0.7504,0.0154,0.2211,0.0073,0.0058
E02001004,0.3277,0.029,0.5348,0.0751,0.0334
E02001005,0.5285,0.0239,0.3976,0.0363,0.0136
E02001006,0.4282,0.0218,0.5027,0.0332,0.0141
E02001007,0.9541,0.0143,0.0243,0.0039,0.0033
E02001008,0.4263,0.0268,0.4769,0.0526,0.0174
E02001009,0.8094,0.0191,0.151,0.0123,0.0082
E02001010,0.7675,0.0167,0.1895,0.0147,0.0116
E02001011,0.9533,0.0134,0.0279,0.0033,0.002
E02001012,0.7841,0.0167,0.1794,0.0153,0.0045
