MSOA Code,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop
E02003109,3513,877,638,662,384,89,6163
E02003110,8616,1641,883,668,295,41,12144
E02003111,3727,916,729,678,451,138,6639
E02003112,4226,820,675,548,329,81,6679
E02003113,5491,1900,1483,1166,534,117,10691
E02003114,4083,982,747,730,552,85,7179
E02003115,6568,1164,952,742,415,124,9965
E02003116,4838,939,760,705,465,79,7786
E02003117,6167,1205,867,739,358,72,9408
E02003118,6292,1609,1099,732,335,48,10115
E02003119,6415,1533,1166,867,421,87,10489
E02003120,5128,1407,1008,962,610,105,9220
E02003121,5158,1443,1454,1175,624,163,10017
E02003122,3462,996,1010,1042,443,90,7043
E02003123,5344,1185,917,767,427,61,8701
E02003124,5297,1054,750,578,322,58,8059
E02003125,3444,926,773,621,256,58,6078
E02003126,4690,835,1244,789,267,87,7912
E02003127,4694,1005,744,648,284,39,7414
E02003128,5442,1210,947,773,362,74,8808
E02003129,3438,856,757,695,378,48,6172
E02003130,6456,1433,1233,843,390,62,10417
E02003131,4363,933,835,827,320,49,7327
E02003132,5575,1194,945,787,378,77,8956
E02003133,4008,1105,854,822,321,55,7165
E02003134,4329,967,692,492,252,44,6776
E02003135,5544,934,600,411,164,17,7670
E02003136,3814,1081,951,1090,642,150,7728
E02003137,4072,1235,916,836,547,204,7810
E02003138,4999,1100,679,467,238,53,7536
E02003139,4324,942,647,493,145,17,6568
E02003140,4411,1129,798,766,469,94,7667
E02003141,5198,1184,751,510,240,51,7934
E02003142,5732,1263,986,703,350,71,9105
E02003143,4233,990,974,745,308,96,7346
E02003144,7330,523,426,313,200,70,8862
E02003145,4205,978,715,546,293,90,6827
E02003146,6799,792,537,407,185,34,8754
E02003147,6664,1125,821,527,175,28,9340
E02003148,8238,803,765,514,238,46,10604
E02003149,7259,886,708,446,168,39,9506
E02003150,8253,1531,1235,812,430,102,12363
E02003151,3632,1100,992,1149,712,179,7764
E02003152,5784,1548,1242,1187,546,113,10420
E02003153,4125,1020,873,869,494,87,7468
E02003154,3992,1051,848,849,438,46,7224
E02003155,2920,814,750,758,426,112,5780
E02003156,6581,1460,1177,930,354,68,10570
E02003157,3833,982,810,559,197,32,6413
E02003158,2793,733,756,784,423,131,5620
E02003159,3668,847,579,470,214,55,5833
E02003161,4572,1143,982,557,288,67,7609
E02003163,2636,1336,1417,1437,767,251,7844
E02003164,4157,1326,1269,1259,641,170,8822
E02003165,3853,1069,892,818,382,96,7110
E02003166,7409,1654,1351,1123,439,76,12052
E02003167,4545,1518,1322,1168,774,218,9545
E02003168,3259,1151,1069,1075,501,92,7147
E02003169,2472,984,1251,1276,644,141,6768
E02003170,3752,1455,1625,1748,737,142,9459
E02003171,3459,1173,1158,1078,511,144,7523
E02006840,5972,1584,1448,1291,512,138,10945
E02003212,4034,1213,1190,1091,504,87,8119
E02003214,4205,778,598,378,214,42,6215
E02003215,3221,1086,934,967,384,58,6650
E02003216,5094,1444,1124,1040,473,82,9257
E02003217,4513,991,729,587,239,66,7125
E02003218,4045,883,703,467,215,43,6356
E02003219,5587,1400,1107,731,324,87,9236
E02003220,5324,1750,1167,907,711,140,9999
E02003221,4787,968,682,423,198,36,7094
E02003222,3695,1067,644,289,111,5,5811
E02003223,7453,1332,897,545,261,62,10550
E02003224,4276,1350,1102,958,543,94,8323
E02003225,3676,1000,765,352,135,23,5951
E02003226,8096,1245,689,366,148,19,10563
E02003227,4640,954,589,322,176,32,6713
E02003228,5032,1059,704,458,294,75,7622
E02003229,3347,995,682,283,61,11,5379
E02003230,6767,875,552,313,170,44,8721
E02003231,5833,1179,751,577,332,48,8720
E02003232,5842,1226,768,506,242,73,8657
E02003233,5207,1211,1128,704,283,65,8598
E02003234,4482,1286,1117,826,356,58,8125
E02003235,5528,1205,984,810,494,134,9155
E02003236,6509,1730,1395,1333,711,188,11866
E02006847,7441,1197,537,292,122,39,9628
E02006848,6720,814,374,193,36,17,8154
E02006849,6735,1453,758,445,172,43,9606
E02003237,2807,1021,829,701,348,62,5768
E02003238,3468,936,649,332,144,38,5567
E02003239,3824,1208,1031,839,381,91,7374
E02003240,4453,946,650,502,208,29,6788
E02003241,3908,983,748,665,231,40,6575
E02003242,4234,1168,994,924,512,121,7953
E02003243,7750,1181,876,491,279,54,10631
E02003244,6404,1149,777,629,430,74,9463
E02003245,5809,785,655,394,155,38,7836
E02003246,7774,1072,616,368,196,24,10050
E02003247,5605,1024,809,645,256,31,8370
E02003248,8282,1214,819,465,332,110,11222
E02003249,8647,1389,961,687,353,53,12090
E02003250,9576,1217,845,415,300,117,12470
E02003251,3716,976,1032,910,479,132,7245
E02003252,9817,1289,777,459,283,63,12688
E02003253,6947,1148,802,576,289,77,9839
E02003254,4532,1351,1225,941,461,90,8600
E02003255,7698,1389,1104,886,500,96,11673
E02003257,6305,1041,846,491,209,41,8933
E02006877,6887,1109,757,623,293,56,9725
E02006878,9277,1199,480,230,147,66,11399
E02003258,4608,1299,1055,855,358,82,8257
E02003259,3929,862,615,459,260,46,6171
E02003260,5910,1031,703,483,164,23,8314
E02003261,3337,836,628,671,426,89,5987
E02003262,6633,1343,959,700,396,97,10128
E02003263,8151,1438,934,808,589,112,12032
E02003264,6071,1236,886,568,394,93,9248
E02003265,4476,1169,940,764,390,61,7800
E02003266,6215,1310,770,462,343,73,9173
E02003267,10886,1223,804,475,280,60,13728
E02003268,9027,1164,754,484,327,78,11834
E02003269,6741,1368,939,720,446,90,10304
E02003270,5250,1095,702,574,463,70,8154
E02003271,6320,1487,1013,529,223,49,9621
E02003272,8158,853,665,314,229,32,10251
E02003273,7504,1368,960,581,321,63,10797
E02003274,9312,829,561,313,222,44,11281
E02003275,13143,1264,751,382,238,58,15836
E02003276,7378,741,510,245,170,45,9089
E02003277,8131,1189,877,459,311,63,11030
E02003278,11201,1366,753,439,214,44,14017
E02003279,4959,1372,1180,1217,644,139,9511
E02003280,5911,1491,1290,1105,526,128,10451
E02003281,4736,1378,1255,1390,663,204,9626
E02003282,6223,1526,1190,1058,513,134,10644
E02003283,6771,1490,1251,973,506,151,11142
E02003284,7347,1666,1147,746,343,76,11325
E02003285,8115,1456,907,500,180,33,11191
E02003286,5454,1375,1070,947,465,131,9442
E02003287,5704,1381,1103,1082,652,161,10083
E02003288,9230,1580,962,665,341,111,12889
E02003289,6745,1457,957,779,415,112,10465
E02003290,6368,1424,1093,765,582,285,10517
E02003291,7339,1747,1320,1128,415,45,11994
E02003292,8787,1580,1045,615,250,66,12343
E02003293,7831,1495,931,808,496,142,11703
E02003294,4556,1397,1195,1270,688,168,9274
E02003295,6201,1542,1170,1016,474,122,10525
E02003296,3613,1040,936,825,353,37,6804
E02003297,4203,937,799,781,375,68,7163
E02003298,3838,996,788,752,380,62,6816
E02003299,3244,1041,754,617,285,48,5989
E02003300,5645,1022,841,683,287,25,8503
E02003301,8060,1446,1042,729,235,59,11571
E02003302,7635,1426,881,510,226,54,10732
E02003303,6346,1194,842,542,209,54,9187
E02003304,6039,1307,1036,860,418,124,9784
E02003305,4100,829,763,650,305,61,6708
E02003307,6545,1406,985,781,513,108,10338
E02003308,4922,937,738,475,126,36,7234
E02003309,4685,1099,852,668,281,47,7632
E02003310,12424,1525,806,379,132,16,15282
E02003311,6735,1183,659,456,251,67,9351
E02003312,8257,1027,447,246,91,11,10079
E02003313,10918,1713,1064,692,294,67,14748
E02006859,6643,1006,313,155,38,8,8163
E02006926,6172,1138,545,287,102,13,8257
E02003314,3269,1005,972,794,276,59,6375
E02003315,3271,841,673,577,211,20,5593
E02003316,6917,1536,1127,983,359,51,10973
E02003317,4201,971,724,562,314,59,6831
E02003318,3346,967,725,617,285,34,5974
E02003319,5946,1073,695,467,236,39,8456
E02003320,6975,1069,654,376,140,28,9242
E02003321,4293,858,630,515,242,31,6569
E02003322,6530,786,507,294,165,23,8305
E02003323,5502,1023,580,363,185,40,7693
E02003324,7158,1104,801,547,223,29,9862
E02003325,5922,854,538,309,127,24,7774
E02003326,5465,1092,706,524,183,51,8021
E02003327,5085,1021,616,533,225,55,7535
E02003328,7494,1143,640,367,134,49,9827
E02003329,5218,858,585,320,127,31,7139
E02003330,4592,893,639,424,179,19,6746
E02003331,5273,1371,1015,743,365,88,8855
E02003332,3781,985,703,487,253,91,6300
E02003333,5622,870,484,299,152,30,7457
E02003334,4310,808,503,342,167,49,6179
E02003335,5909,835,453,260,103,32,7592
E02003336,3270,877,793,675,401,60,6076
E02003337,4653,1019,682,511,297,69,7231
E02003338,4541,944,764,637,266,46,7198
E02003339,3736,1008,725,601,335,86,6491
E02003340,5009,1171,879,570,303,71,8003
E02003341,3935,1013,716,674,231,27,6596
E02003342,3574,875,795,708,345,56,6353
E02003343,2925,910,844,840,322,73,5914
E02003344,4563,975,886,481,187,26,7118
E02003345,3848,802,733,491,173,5,6052
E02003346,4104,987,743,713,339,64,6950
E02003347,4290,886,517,319,93,21,6126
E02003348,3962,1109,1130,1013,472,95,7781
E02003349,4268,892,859,855,345,69,7288
E02003350,3860,870,667,561,278,39,6275
E02003351,4879,1086,830,742,235,34,7806
E02003352,2947,1074,739,727,323,51,5861
E02003353,6561,1636,1085,632,322,70,10306
E02003354,6314,1723,1003,561,271,90,9962
E02003355,4672,909,566,331,210,61,6749
E02003356,4360,1179,824,512,337,67,7279
E02003357,7299,1186,767,507,387,58,10204
E02003358,8093,1419,852,565,324,88,11341
E02003359,4561,957,609,262,92,32,6513
E02003360,8547,1374,954,714,211,17,11817
E02003361,4833,1058,749,487,216,42,7385
E02003362,4548,877,731,501,145,24,6826
E02003363,4414,986,706,662,377,118,7263
E02003364,4298,1078,714,509,136,23,6758
E02003365,3954,1052,821,603,286,59,6775
E02003366,5054,986,763,449,209,49,7510
E02003367,3754,1076,768,611,200,42,6451
E02003368,3094,929,749,638,232,47,5689
E02003369,3604,1084,792,616,327,79,6502
E02003370,3637,1073,867,714,305,65,6661
E02003371,3086,971,730,563,311,41,5702
E02003372,4358,1169,928,747,366,60,7628
E02003373,5387,1364,849,713,281,67,8661
E02003374,3420,846,739,381,137,34,5557
E02003375,3510,901,704,485,251,39,5890
E02003376,3194,891,724,674,301,63,5847
E02003377,5967,1601,1360,951,395,62,10336
E02003378,4391,1049,915,844,466,162,7827
E02003379,4607,937,592,470,239,67,6912
E02003380,4763,1184,957,628,244,40,7816
E02003381,3653,880,627,509,199,61,5929
E02003382,4932,1233,757,647,312,91,7972
E02003383,4334,1073,737,434,186,25,6789
E02003384,3370,1138,888,729,314,73,6512
E02003385,7190,1190,852,641,317,73,10263
E02003386,5222,1115,840,718,271,72,8238
E02003387,5545,1318,1053,1004,460,72,9452
E02003388,3289,900,697,610,268,52,5816
E02003389,4284,1060,796,798,382,84,7404
E02003390,4000,1195,849,682,347,74,7147
E02003391,4874,1087,816,686,417,121,8001
E02003392,5577,937,600,423,242,60,7839
E02003393,4335,1171,859,690,343,82,7480
E02003394,5640,969,668,399,251,46,7973
E02003395,8136,1089,520,286,123,32,10186
E02003396,6511,1163,686,454,258,52,9124
E02003397,4488,1040,746,661,348,104,7387
E02003398,8421,1011,561,410,145,23,10571
E02003399,12487,1088,599,391,103,15,14683
E02003400,6362,761,460,295,207,78,8163
E02003401,6100,982,717,442,355,101,8697
E02003402,8419,931,558,339,171,32,10450
E02003403,5348,1234,847,716,410,86,8641
E02003404,7770,656,490,369,212,53,9550
E02003405,8517,1355,801,445,211,33,11362
E02003406,4595,1040,781,460,200,46,7122
E02003407,7524,1249,690,314,242,51,10070
E02003408,8129,1199,919,456,246,33,10982
E02003409,7066,1330,843,458,219,41,9957
E02003410,8679,1163,928,474,247,54,11545
E02003411,8413,1150,857,498,314,97,11329
E02003412,6896,1248,806,576,243,51,9820
E02003413,10355,1295,968,478,254,51,13401
E02003414,10201,1387,887,514,164,43,13196
E02003415,10384,1128,740,409,225,76,12962
E02003416,6655,1104,742,474,249,46,9270
E02003417,8619,1234,863,472,266,46,11500
E02003418,7351,1214,854,389,235,73,10116
E02003419,6289,1083,685,500,239,47,8843
E02003420,4906,803,467,240,114,18,6548
E02003421,3246,815,631,542,311,61,5606
E02003422,6009,1983,1383,1278,629,170,11452
E02003423,4288,822,609,494,211,46,6470
E02003424,5112,1295,992,926,504,131,8960
E02003425,9548,1385,933,679,435,123,13103
E02003426,5869,1563,990,747,454,163,9786
E02003427,5825,964,614,493,263,61,8220
E02003428,5611,1305,1024,833,306,49,9128
E02003429,4394,1150,897,780,357,94,7672
E02003430,4631,1076,650,409,251,48,7065
E02003431,4161,1040,679,543,255,89,6767
E02003432,5009,892,535,434,284,75,7229
E02003433,3996,820,633,680,412,83,6624
E02003434,5779,1267,836,650,417,164,9113
E02003435,4570,1089,628,602,278,45,7212
E02003436,4545,1419,1048,917,493,129,8551
E02003437,4368,1238,836,701,309,102,7554
E02003438,6055,1802,1149,1047,655,202,10910
E02003439,2965,877,699,650,308,100,5599
E02003440,5694,1301,923,818,435,97,9268
E02003441,4165,1217,918,791,488,102,7681
E02003442,5093,1269,736,499,203,51,7851
E02003443,4569,833,601,645,507,88,7243
E02003444,6475,1284,893,670,408,84,9814
E02003445,5355,1236,852,826,418,35,8722
E02003446,6746,1327,887,782,326,77,10145
E02003447,7048,1366,898,601,335,89,10337
E02003448,4511,1098,822,672,294,68,7465
E02003449,5437,1095,718,361,158,40,7809
E02003450,8651,1492,1117,690,306,82,12338
E02003451,5545,1087,827,825,598,204,9086
E02003452,5651,1162,748,647,309,56,8573
E02003453,3913,1149,843,564,215,31,6715
E02003454,5421,1164,915,757,395,149,8801
E02003455,5565,1173,882,657,271,71,8619
E02003456,4655,962,602,468,267,30,6984
E02003457,5508,1752,1327,997,349,72,10005
E02003458,4474,1366,926,852,379,67,8064
E02003459,4420,1315,1141,914,478,104,8372
E02003460,6353,1529,1335,1043,424,80,10764
E02003461,4088,850,948,824,377,132,7219
E02003462,4565,1066,944,603,292,66,7536
E02003463,3743,957,947,647,232,40,6566
E02003464,4643,845,690,386,113,18,6695
E02003465,3317,878,910,571,327,77,6080
E02003466,5676,907,586,329,195,24,7717
E02003467,4284,735,680,418,227,98,6442
E02003468,5211,939,955,764,375,66,8310
E02003469,3255,791,842,477,165,22,5552
E02003470,4493,613,502,271,71,15,5965
E02003471,4362,820,744,455,145,40,6566
E02003472,7952,936,586,226,107,20,9827
E02003473,3474,765,624,422,123,40,5448
E02003474,6184,1128,880,500,157,33,8882
E02003475,18562,2100,1250,508,235,72,22727
E02003476,6724,1062,699,394,167,40,9086
E02003477,11520,1677,1010,752,362,77,15398
E02003478,4419,1018,700,421,162,52,6772
E02003479,5633,837,575,306,80,8,7439
E02003480,5609,1283,717,355,98,15,8077
E02003481,5862,844,730,395,150,33,8014
E02003482,3892,1081,827,557,301,66,6724
E02003483,8247,1704,663,286,126,20,11046
E02003484,4666,971,781,465,147,31,7061
E02003485,5018,1045,812,768,346,51,8040
E02003486,6819,1382,689,346,137,28,9401
E02003487,4241,919,874,803,351,70,7258
E02003488,4993,956,821,691,333,80,7874
E02003489,4317,1004,819,643,462,84,7329
E02003490,7079,900,623,437,173,58,9270
E02003491,4880,1227,739,630,294,84,7854
E02003492,9993,691,470,327,200,27,11708
E02003493,4586,1307,822,797,542,169,8223
E02003494,3902,1121,710,507,262,46,6548
E02003495,4529,1031,638,600,244,41,7083
E02003496,4548,1067,732,676,407,87,7517
E02003497,4417,1232,837,681,353,126,7646
E02003498,6666,1015,643,463,249,42,9078
E02003499,5820,935,556,441,238,54,8044
E02003500,5772,1327,639,323,127,39,8227
E02003501,5818,1301,740,539,293,106,8797
E02003502,5008,1187,660,510,279,41,7685
E02003503,5601,1359,869,659,367,95,8950
E02003504,6337,1120,653,396,199,64,8769
E02003505,8568,917,509,227,118,26,10365
E02003506,5296,915,530,292,137,42,7212
E02003507,5645,1517,1099,919,549,122,9851
E02003508,7893,969,514,304,132,25,9837
E02003509,6820,1108,638,477,238,73,9354
E02003510,6194,1167,650,492,313,132,8948
E02003511,5681,1265,719,506,251,76,8498
E02003512,7961,1012,539,284,107,25,9928
E02003513,3847,1100,677,534,322,115,6595
E02003514,7527,966,560,312,155,40,9560
E02003515,6399,1247,701,511,268,44,9170
E02003516,6784,1023,618,414,204,53,9096
E02003517,10340,1102,636,398,156,40,12672
E02003518,5221,1076,716,606,368,127,8114
E02003519,7758,1056,613,317,111,27,9882
E02003520,6975,1055,710,445,198,38,9421
E02003521,5612,1064,722,591,309,104,8402
E02003522,5013,1069,728,591,235,81,7717
E02003523,4963,1664,1360,1296,646,205,10134
E02003524,5346,1096,765,490,220,48,7965
E02003525,4447,853,580,368,177,24,6449
E02003526,3386,943,865,826,545,152,6717
E02003527,3965,856,637,571,252,47,6328
E02003529,5446,1131,748,594,303,82,8304
E02003530,4953,996,777,634,325,65,7750
E02003531,4520,1292,840,678,332,50,7712
E02003532,5127,1058,715,496,179,42,7617
E02003533,3987,732,479,326,178,30,5732
E02003534,6208,1225,791,526,207,42,8999
E02003535,7274,1235,703,424,182,46,9864
E02003536,5830,883,726,507,224,41,8211
E02003537,6563,1535,1021,762,389,65,10335
E02003538,8035,1162,658,467,191,49,10562
E02003539,13426,1209,878,591,262,56,16422
E02003540,5966,1280,937,924,458,128,9693
E02003541,10207,864,688,538,317,74,12688
E02003542,7291,858,575,420,209,49,9402
E02003543,6952,796,563,328,161,54,8854
E02003544,4517,869,479,329,147,24,6365
E02003545,5249,751,622,491,262,88,7463
E02003546,5348,1202,901,704,355,87,8597
E02003547,6311,964,815,827,491,119,9527
E02003548,4676,810,555,414,235,84,6774
E02006821,3942,975,614,641,337,66,6575
E02003549,6532,857,719,547,257,87,8999
E02003550,4893,946,922,709,217,50,7737
E02003551,5142,642,544,421,178,37,6964
E02003552,3681,765,742,570,175,52,5985
E02003553,6503,567,437,262,115,28,7912
E02003554,3937,688,619,553,309,130,6236
E02003555,5562,901,864,539,260,49,8175
E02003556,3606,839,574,493,284,38,5834
E02003557,5240,544,491,505,263,82,7125
E02003558,5082,737,538,424,219,52,7052
E02003559,4905,1067,836,590,337,99,7834
E02003560,5344,783,691,355,206,57,7436
E02003561,6735,666,516,385,212,69,8583
E02003562,5743,1063,753,579,271,82,8491
E02003563,5312,941,617,525,345,80,7820
E02003564,4833,997,756,637,358,89,7670
E02003565,6347,504,288,206,103,70,7518
E02003566,3640,794,701,569,301,84,6089
E02003567,5367,950,698,421,198,41,7675
E02003568,7090,771,589,319,176,52,8997
E02003569,5979,921,615,334,136,26,8011
E02003570,10441,990,488,212,82,4,12217
E02003571,9886,364,333,237,215,74,11109
E02003572,3809,856,631,501,260,43,6100
E02003573,4699,1003,774,618,369,73,7536
E02003574,4200,1081,856,793,365,42,7337
E02003575,4544,810,534,461,198,38,6585
E02003576,5627,1065,684,511,200,44,8131
E02003577,11911,1059,688,364,167,12,14201
E02003578,3745,933,634,484,220,50,6066
E02003579,6095,1130,836,584,349,98,9092
E02003580,4136,757,530,395,154,31,6003
E02003581,4562,1180,936,746,359,102,7885
E02003582,4338,1354,1172,1117,517,110,8608
E02003583,3866,1007,1062,1061,359,79,7434
E02003584,3505,1040,901,703,251,68,6468
E02003585,2757,1043,1149,1180,518,135,6782
E02003586,4172,1190,1027,973,407,99,7868
E02003587,5291,1276,1000,802,327,73,8769
E02003588,4874,1263,998,820,377,105,8437
E02003589,5175,1195,834,579,297,53,8133
E02003590,2703,1047,1275,1478,778,179,7460
E02003591,5412,1361,1147,1095,466,137,9618
E02003592,3480,1373,1737,1817,865,215,9487
E02003593,2092,864,1004,850,385,74,5269
E02003594,4694,1422,1419,1166,572,157,9430
E02003595,3158,1236,1445,1368,575,124,7906
E02003596,4024,1422,1476,1245,607,175,8949
E02003597,2476,912,1005,901,378,67,5739
E02003598,3171,1216,1314,1245,464,119,7529
E02004290,3002,942,842,663,279,48,5776
E02004291,4393,1101,817,614,267,56,7248
E02004292,3955,1201,969,1108,566,84,7883
E02004293,5874,1476,1026,825,438,119,9758
E02004294,4179,1497,1164,983,425,69,8317
E02004295,3879,1157,998,842,354,46,7276
E02004296,4778,1350,1087,782,326,41,8364
E02004297,4447,1309,1034,869,390,76,8125
E02004298,5316,1636,1385,1089,541,93,10060
E02004299,4824,1206,1226,851,342,89,8538
E02004300,4553,1100,951,858,349,56,7867
E02004301,6171,1255,1034,698,337,60,9555
E02004302,4715,1061,968,721,320,55,7840
E02004303,6447,1754,1330,1079,472,92,11174
E02004304,5551,1334,989,819,430,122,9245
E02004305,6386,1367,1063,795,348,34,9993
E02004306,2915,941,903,769,362,46,5936
E02004307,3687,1096,900,618,310,61,6672
E02004308,4354,1243,1181,1018,370,44,8210
E02004309,3759,856,716,605,339,67,6342
E02004310,4567,1147,1048,797,325,42,7926
E02004311,5057,1451,1257,970,376,71,9182
E02004312,3623,978,1053,1151,545,79,7429
E02004313,5784,726,569,514,249,34,7876
E02004314,13012,387,396,336,271,71,14473
E02004315,11106,1327,1126,778,346,92,14775
E02004316,3743,936,819,539,244,39,6320
E02004317,4090,1154,1059,822,365,85,7575
E02004318,3888,986,817,621,255,94,6661
E02004319,4601,1271,877,757,292,39,7837
E02004320,4998,1409,1192,801,473,85,8958
E02004321,5094,1256,1143,649,363,54,8559
