MSOA Code,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop
E02005674,6639,945,703,410,281,92,9070
E02005675,4296,736,500,308,133,26,5999
E02005676,4049,822,511,412,177,24,5995
E02005677,6480,1040,742,509,240,51,9062
E02005678,9723,1508,1029,756,333,101,13450
E02005679,5497,1290,886,498,252,44,8467
E02005680,5668,1361,595,443,208,61,8336
E02005681,4481,1310,1142,1106,398,78,8515
E02005682,3692,1127,959,819,326,54,6977
E02005683,9410,2095,1435,1225,496,114,14775
E02005684,4807,1435,1245,983,369,84,8923
E02005685,5385,1297,1046,792,344,94,8958
E02005686,4105,1417,1002,947,397,96,7964
E02005687,3562,1193,840,650,282,56,6583
E02005688,5801,1470,1107,883,351,43,9655
E02005689,6211,1516,856,666,328,81,9658
E02005690,3339,925,601,502,218,72,5657
E02005691,3632,1142,838,841,325,47,6825
E02005692,3380,1121,915,869,304,67,6656
E02005693,5805,1125,823,651,321,47,8772
E02005694,4036,1134,1105,796,250,37,7358
E02005695,6579,994,730,463,245,69,9080
E02005696,4244,793,484,492,197,40,6250
E02005697,4404,936,729,572,360,116,7117
E02005698,3508,853,686,577,248,47,5919
E02005699,5692,1125,751,513,208,37,8326
E02005700,4769,1427,1343,1165,463,88,9255
E02005701,5922,1693,1469,1313,485,92,10974
E02005742,3364,1232,1218,1059,453,113,7439
E02005743,1923,917,887,794,432,108,5061
E02005744,3440,1355,1300,1180,573,122,7970
E02005745,2435,893,803,761,322,87,5301
E02005746,3571,980,976,756,384,94,6761
E02005747,4254,895,796,579,298,97,6919
E02005748,3870,1329,1135,802,367,99,7602
E02005749,5216,1534,1324,1217,638,160,10089
E02005750,3541,1339,1100,1079,557,103,7719
E02005751,3431,1565,1402,1538,648,80,8664
E02005752,3134,1114,1113,907,330,51,6649
E02005753,7597,1956,1606,1380,761,186,13486
E02005754,3254,1269,1282,1111,558,100,7574
E02005755,3363,1227,908,785,439,106,6828
E02005756,4042,977,914,697,255,28,6913
E02005757,4447,1401,1183,989,537,133,8690
E02005758,4965,1377,1183,992,473,96,9086
E02005759,4363,1534,1347,1213,650,125,9232
E02005760,3752,1237,820,628,275,41,6753
E02005761,2655,909,865,716,291,58,5494
E02005762,3512,843,650,646,389,111,6151
E02005763,3434,993,812,804,299,77,6419
E02005764,5447,1527,1271,1213,637,158,10253
E02005765,3120,1164,963,838,419,106,6610
E02005766,2739,1130,993,775,347,73,6057
E02005767,3395,1295,991,873,419,105,7078
E02005768,4270,957,790,596,280,67,6960
E02005769,3619,1102,894,775,439,108,6937
E02005770,4888,1444,1115,976,533,73,9029
E02005771,4633,1117,849,586,256,48,7489
E02005772,2611,972,953,835,391,77,5839
E02005773,5627,1343,916,647,335,112,8980
E02005774,5383,1420,1030,787,512,160,9292
E02005775,5874,1486,1032,777,471,135,9775
E02005776,5676,1560,1128,909,342,109,9724
E02005777,4471,1304,1073,890,548,135,8421
E02005778,2787,1173,860,752,344,43,5959
E02005779,4010,1215,897,818,568,219,7727
E02005780,5634,1690,1276,1162,743,235,10740
E02005781,2815,935,853,781,398,115,5897
E02005782,3230,1458,1353,1036,490,61,7628
E02005783,3986,1410,1296,1029,543,114,8378
E02005784,3546,931,717,623,314,57,6188
E02005785,13846,1413,835,553,233,76,16956
E02005786,2401,1119,1087,932,354,74,5967
E02005787,3857,1464,1437,1219,541,95,8613
E02005788,2931,1073,1121,940,423,72,6560
E02005789,4709,1596,1788,1619,798,206,10716
E02005790,3215,1169,1072,843,502,93,6894
E02005791,3570,1246,1033,802,263,58,6972
E02005794,4565,1747,1544,1258,546,93,9753
E02006870,8386,2059,1673,1378,799,190,14485
E02005795,3195,1117,1118,892,533,100,6955
E02005796,2814,1163,1219,910,389,90,6585
E02005797,3188,1030,960,723,251,36,6188
E02005798,3360,1419,1464,1373,580,102,8298
E02005799,4230,1321,1342,1403,750,147,9193
E02005800,4479,1210,1043,691,304,53,7780
E02005801,3224,788,609,562,274,71,5528
E02005802,5227,1062,815,560,250,51,7965
E02005803,4743,1341,1295,999,595,217,9190
E02005804,3835,1271,1276,948,567,184,8081
E02005805,3354,1116,1131,1185,533,79,7398
E02005806,4772,1048,775,672,296,47,7610
E02005807,2980,965,1032,927,417,65,6386
E02005808,4774,1712,2033,2061,896,124,11600
E02005809,4034,1305,943,830,362,85,7559
E02005810,5439,1606,1157,852,378,46,9478
E02005811,5297,1513,1327,991,412,91,9631
E02005812,6727,1565,1126,833,378,71,10700
E02005813,9411,1648,1097,733,417,149,13455
E02005814,3444,969,859,823,440,74,6609
E02005815,4400,1357,1245,997,428,44,8471
E02005816,4811,1495,1142,891,305,63,8707
E02005817,4019,1182,1007,788,312,47,7355
E02005818,4713,1444,1170,885,367,76,8655
E02005819,3560,999,878,718,304,38,6497
E02005820,2853,899,706,765,266,34,5523
E02005821,4494,928,745,605,202,33,7007
E02005822,7376,1343,1004,582,300,83,10688
E02005823,4989,1104,732,614,378,140,7957
E02005824,5917,1605,1150,942,388,45,10047
E02005825,4800,1126,906,785,381,48,8046
E02005826,4187,811,648,440,237,53,6376
E02005827,5719,1512,1042,724,374,75,9446
E02005828,4410,1241,1018,931,303,60,7963
E02005829,3698,1020,850,780,320,62,6730
E02005830,2979,1025,843,786,300,41,5974
E02005831,6591,1475,1029,836,401,68,10400
E02005832,6137,1269,873,691,337,68,9375
E02005833,4235,1215,1018,872,331,57,7728
E02005834,5257,1061,778,691,321,53,8161
E02005835,6178,1626,1273,1083,553,72,10785
E02005836,4468,1559,1375,1215,515,95,9227
E02005837,4182,1300,1165,906,335,58,7946
E02005838,4349,1211,1209,1013,401,74,8257
E02005839,3264,938,865,760,458,83,6368
E02005840,5878,1501,951,650,260,55,9295
E02005842,4806,1327,1043,935,495,117,8723
E02005843,4223,1091,699,493,227,79,6812
E02005844,5209,1238,948,776,335,64,8570
E02005846,5076,918,630,384,214,51,7273
E02005847,4160,1022,849,744,321,76,7172
E02005848,3305,1056,886,789,337,47,6420
E02005849,4800,1557,1348,1226,378,85,9394
E02006903,5837,1674,1523,1363,674,146,11217
E02005850,3683,1060,1042,855,339,80,7059
E02005851,3734,869,779,564,268,67,6281
E02005852,4312,1257,1095,1176,490,69,8399
E02005853,5071,1489,1230,987,395,64,9236
E02005856,3731,1038,1032,922,488,123,7334
E02005857,4114,818,597,610,305,27,6471
E02005858,5668,980,729,560,267,51,8255
E02005859,5646,1403,983,828,355,80,9295
E02005860,6535,870,755,656,395,114,9325
E02005861,3615,777,563,453,192,36,5636
E02005862,5049,1070,794,837,399,74,8223
E02005863,4157,1075,925,818,488,133,7596
E02005864,4882,1299,956,693,355,82,8267
E02006906,7021,1994,1567,1322,572,180,12656
E02005865,4087,1301,1106,1164,541,94,8293
E02005866,5106,1386,1276,1107,482,59,9416
E02005868,4174,1053,809,751,325,47,7159
E02005869,3947,800,599,422,251,70,6089
E02005870,4420,971,633,464,315,65,6868
E02005871,3818,1048,999,865,380,37,7147
E02005872,3130,943,831,821,423,72,6220
E02005873,5367,1579,1311,1115,579,99,10050
E02005874,5036,1330,1071,793,420,65,8715
E02005875,4963,1154,808,692,350,67,8034
E02005876,5154,1338,1013,858,480,119,8962
E02005877,4496,989,752,515,298,57,7107
E02005878,5986,1510,1288,845,466,60,10155
E02005879,5310,1050,614,458,171,27,7630
E02006835,3579,969,752,499,229,23,6051
E02005880,3738,943,730,611,334,32,6388
E02005881,3619,914,820,532,289,91,6265
E02005882,3861,1181,1101,998,358,59,7558
E02005883,5342,1240,922,657,277,79,8517
E02005884,3262,957,824,588,246,49,5926
E02005885,4586,1229,1117,856,421,88,8297
E02005886,6699,1622,1373,1010,474,67,11245
E02005887,7355,1266,866,605,403,89,10584
E02005888,5729,1173,824,512,230,45,8513
E02005889,6247,1539,1266,924,430,101,10507
E02005890,3582,1147,882,773,272,49,6705
E02005891,4135,956,692,462,200,53,6498
E02005892,7139,1810,1410,1205,613,133,12310
E02005893,6643,1644,1324,982,453,70,11116
E02005894,6481,1603,1229,986,449,120,10868
E02005895,3633,1394,1308,1125,449,71,7980
E02005896,3456,1200,1137,1184,482,94,7553
E02005897,4918,1536,1266,1103,503,78,9404
E02005898,6732,1818,1295,912,418,91,11266
E02005899,8474,1486,1248,831,345,81,12465
E02005900,3604,1049,979,1105,538,112,7387
E02005901,6207,1303,1054,816,319,114,9813
E02005902,4818,1179,1060,811,395,79,8342
E02005903,5461,1543,1285,1208,521,78,10096
E02005904,5094,1486,1169,988,465,129,9331
E02005905,3387,1200,928,812,409,64,6800
E02005906,3722,1312,1069,816,421,99,7439
E02005907,6199,1324,1095,1017,477,85,10197
E02005908,4894,1346,1189,1165,657,167,9418
E02005909,5767,1133,845,473,256,58,8532
E02005910,7252,955,673,394,267,110,9651
E02005911,5413,1381,925,640,299,72,8730
E02005912,5624,1374,1064,791,501,133,9487
E02005913,4629,1183,861,698,412,127,7910
E02005914,5082,1154,824,675,306,72,8113
E02005915,2784,1001,877,753,248,67,5730
E02005916,4769,1068,844,716,365,94,7856
E02005917,2580,973,764,901,468,109,5795
E02005918,2595,744,678,725,372,54,5168
E02005919,4121,1050,712,665,294,47,6889
E02005920,4352,1267,1067,1062,420,101,8269
E02005921,2721,1061,903,667,332,68,5752
E02005922,5667,1185,702,496,171,20,8241
E02005923,3981,746,481,384,256,33,5881
E02005924,8595,1361,880,539,373,115,11863
E02005925,5826,1063,719,589,225,30,8452
E02005926,4457,1200,1017,1030,565,131,8400
E02005927,2915,730,593,560,234,48,5080
E02005928,5752,1325,1007,1035,472,136,9727
E02005929,3482,1256,960,862,342,66,6968
E02005930,4739,1340,1045,895,378,80,8477
E02005931,6588,1466,996,676,338,94,10158
E02005932,4632,970,542,317,86,7,6554
E02005933,4649,1076,792,548,250,41,7356
E02005934,5217,1312,1037,793,373,78,8810
E02005935,5507,1030,600,410,280,74,7901
E02005936,7452,1725,1222,949,409,90,11847
E02005937,3643,955,850,749,507,114,6818
E02005938,3332,749,685,406,323,53,5548
E02005939,3802,992,814,580,392,90,6670
E02005940,3085,844,683,576,342,75,5605
E02005941,4582,784,673,557,306,113,7015
E02005942,4411,732,581,543,224,89,6580
E02005943,3874,782,560,517,333,76,6142
E02005944,4834,852,570,431,192,52,6931
E02005945,12068,990,773,617,376,149,14973
E02005946,4810,932,790,585,275,59,7451
E02005947,16605,597,477,316,144,50,18189
E02005948,5269,662,510,395,123,36,6995
E02005949,5564,567,473,299,197,46,7146
E02005950,8602,705,641,471,137,47,10603
E02005951,3834,601,482,345,209,53,5524
E02005952,10152,1360,942,580,338,59,13431
E02005953,3574,564,456,254,126,16,4990
E02005954,5906,1188,858,627,390,192,9161
E02005955,6905,1208,796,513,294,67,9783
E02005956,3741,879,513,338,216,35,5722
E02005957,4537,829,429,239,148,34,6216
E02005958,3086,823,700,459,216,44,5328
E02005959,2916,1004,779,644,273,51,5667
E02005960,4314,947,687,751,430,98,7227
E02005961,3578,1063,850,729,376,76,6672
E02005962,4985,1393,1215,1001,408,76,9078
E02005963,4404,1274,1083,844,393,80,8078
E02005964,3576,1239,929,833,414,70,7061
E02005965,2829,909,696,666,296,60,5456
E02005966,5719,1222,543,264,87,18,7853
E02005967,6236,957,600,542,284,66,8685
E02005968,5246,944,669,688,324,66,7937
E02005969,5525,1289,1013,920,553,132,9432
E02005970,3683,773,528,261,127,19,5391
E02005971,3719,914,622,525,324,72,6176
E02005972,6022,1352,1019,949,473,105,9920
E02005973,2949,791,606,730,459,109,5644
E02005974,3532,948,622,661,365,91,6219
E02005975,4231,1319,1029,1006,443,116,8144
E02005976,3103,1090,785,768,362,95,6203
E02005977,2924,956,733,685,461,127,5886
E02005978,4126,1128,964,768,476,175,7637
E02005979,6080,1415,1053,880,564,131,10123
E02005980,7478,1505,1249,1140,546,109,12027
E02005981,5221,1363,1185,810,267,55,8901
E02005982,3638,809,650,582,274,42,5995
E02005983,7684,1400,993,861,542,164,11644
E02005984,4678,1382,1082,851,359,70,8422
E02005985,4786,1084,864,832,375,70,8011
E02005986,6000,1426,1045,892,446,100,9909
E02005987,5808,1341,1035,824,426,70,9504
E02005988,4778,1089,872,743,324,57,7863
E02005991,5610,1449,1102,1003,576,165,9905
E02005992,7974,1673,1317,1123,608,128,12823
E02006886,7864,1999,1410,1250,562,158,13243
E02005993,3916,948,822,805,361,66,6918
E02005994,3528,1019,820,663,357,122,6509
E02005995,2887,1015,907,760,352,100,6021
E02005996,4572,1270,1069,931,534,117,8493
E02005997,2721,851,930,677,323,71,5573
E02005998,3286,914,814,811,369,97,6291
E02005999,3103,1120,901,740,366,65,6295
E02006000,7361,1769,1185,1028,477,158,11978
E02006001,3970,890,561,427,297,81,6226
E02006002,6399,1392,1104,1038,658,182,10773
E02006003,2911,887,663,659,309,60,5489
E02006004,2956,1084,899,754,297,111,6101
E02006005,7520,1035,599,431,199,37,9821
E02006006,4764,883,654,500,272,44,7117
E02006007,3719,1111,948,781,386,93,7038
E02006047,4375,1502,1265,1043,409,78,8672
E02006048,3781,1149,1045,761,309,73,7118
E02006049,3836,1070,1062,951,400,90,7409
E02006050,5531,1266,983,653,365,123,8921
E02006051,3973,1239,1181,1087,556,105,8141
E02006052,3947,1295,1070,917,434,150,7813
E02006053,6632,1451,1151,802,362,96,10494
E02006054,3977,1282,1181,1067,704,198,8409
E02006055,5826,1325,968,737,335,65,9256
E02006056,3943,1323,1058,935,377,87,7723
E02006057,3953,1340,1152,857,359,124,7785
E02006058,5054,1192,1076,932,439,84,8777
E02006059,3048,1273,1131,917,336,88,6793
E02006060,4928,1164,825,801,434,124,8276
E02006061,4640,1542,1261,1103,526,160,9232
E02006062,5121,1754,1762,1608,736,178,11159
E02006063,3090,1276,1107,973,376,78,6900
E02006064,3212,1141,1177,1221,686,219,7656
E02006065,4941,1294,1105,1037,395,89,8861
E02006066,4064,1264,1329,1119,440,90,8306
E02006067,3138,1158,1145,940,424,104,6909
E02006068,5302,1052,733,561,245,63,7956
E02006069,6965,1315,968,674,349,90,10361
E02006070,5161,1163,906,670,316,75,8291
E02006071,5626,1371,1076,894,527,116,9610
E02006072,4126,1760,1572,1297,565,118,9438
E02006073,4799,1014,732,584,262,87,7478
E02006074,6689,1621,1187,966,438,120,11021
E02006075,3135,894,692,587,255,53,5616
E02006076,3839,1470,1409,1207,611,162,8698
E02006077,2650,825,838,829,405,92,5639
E02006078,2793,951,998,861,381,122,6106
E02006079,4206,1165,1108,889,415,94,7877
E02006080,4488,919,771,694,321,58,7251
E02006081,2449,883,903,776,305,49,5365
E02006082,3349,984,1041,900,304,57,6635
E02006083,2700,845,875,781,325,79,5605
E02006084,3326,1123,1304,1079,494,124,7450
E02006085,4357,934,906,767,298,57,7319
E02006086,4459,1003,720,683,361,83,7309
E02006087,4121,748,577,447,254,72,6219
E02006088,5172,999,775,595,331,62,7934
E02006089,4669,877,695,436,260,90,7027
E02006090,4245,912,734,630,321,112,6954
E02006091,4549,1539,1588,1374,536,141,9727
E02006092,3364,961,889,755,304,78,6351
E02006093,4384,1272,1159,1191,609,194,8809
E02006094,2455,865,773,739,387,65,5284
E02006095,3962,1171,1149,1092,544,107,8025
E02006096,3893,1086,805,804,344,69,7001
E02006097,3868,936,779,727,456,106,6872
E02006098,2970,1220,1328,1165,471,118,7272
E02006118,3821,1150,1037,1010,410,53,7481
E02006119,5070,1227,878,661,343,128,8307
E02006120,5758,1350,1012,829,422,76,9447
E02006121,3548,936,680,506,164,33,5867
E02006122,4965,1085,853,617,257,32,7809
E02006123,3914,1070,783,453,193,60,6473
E02006124,4767,1072,824,576,270,70,7579
E02006125,4576,1006,807,750,248,52,7439
E02006126,4867,1266,945,762,334,70,8244
E02006127,5067,1227,742,326,147,50,7559
E02006128,4328,1334,1123,1124,553,116,8578
E02006129,5561,1078,768,650,356,84,8497
E02006130,4253,1193,868,792,318,58,7482
E02006131,3856,1344,1108,920,383,77,7688
E02006132,3904,951,783,588,261,65,6552
E02006133,3980,1134,764,628,346,63,6915
E02006134,4928,1553,1271,1204,565,85,9606
E02006135,3822,1310,1038,871,439,65,7545
E02006136,4321,1492,1175,1154,448,133,8723
E02006137,5854,1187,884,705,433,89,9152
E02006138,5652,842,547,324,142,33,7540
E02006139,6182,836,683,413,185,59,8358
E02006140,5159,1215,975,796,367,79,8591
E02006141,9375,1206,806,478,276,43,12184
E02006142,2581,928,704,591,252,37,5093
E02006143,4817,1192,831,668,273,57,7838
E02006144,4770,1153,935,668,350,96,7972
E02006145,3049,969,833,737,345,64,5997
E02006146,4922,1268,1060,937,340,92,8619
E02006147,4528,1318,1009,899,384,52,8190
E02006148,3344,1197,1001,1039,333,46,6960
E02006149,6907,1435,1134,1003,665,154,11298
E02006150,5659,1655,1704,1566,683,155,11422
E02006151,5390,1357,1101,1024,355,78,9305
E02006152,6074,1442,1024,1146,523,89,10298
E02006153,4314,1241,953,859,352,69,7788
E02006154,4636,1480,1257,1711,594,91,9769
E02006155,3747,797,555,505,187,33,5824
E02006156,3674,1273,1058,1148,555,166,7874
E02006157,4472,1009,845,705,309,69,7409
E02006158,4249,1379,1101,982,293,44,8048
E02006159,3388,744,725,576,281,53,5767
E02006160,5087,1144,1081,950,371,80,8713
E02006161,3726,1211,886,752,309,45,6929
E02006162,4735,1325,1113,919,376,81,8549
E02006163,5215,1096,840,682,388,79,8300
E02006164,5247,987,815,492,347,82,7970
E02006165,5075,1068,744,679,357,60,7983
E02006166,4037,1107,843,730,347,74,7138
E02006167,7032,1178,892,692,384,71,10249
E02006168,6162,1037,843,645,456,153,9296
E02006169,7524,692,622,492,221,44,9595
E02006170,2750,826,731,655,316,64,5342
E02006171,5288,1258,1022,935,541,120,9164
E02006172,4710,1479,1300,1157,655,113,9414
E02006173,3201,1181,1122,975,415,90,6984
E02006174,5387,1579,1441,1412,570,78,10467
E02006175,4495,1189,732,603,221,44,7284
E02006176,3769,1227,1091,1031,477,80,7675
E02006177,5304,1477,1317,1217,500,71,9886
E02006178,4205,1292,957,978,349,46,7827
E02006179,5587,1439,1027,906,354,45,9358
E02006180,3774,1114,850,668,437,109,6952
E02006181,3123,792,710,634,387,76,5722
E02006182,3539,1108,867,945,486,108,7053
E02006183,3875,1254,1170,791,370,65,7525
E02006184,3123,712,789,463,141,53,5281
E02006185,3857,1141,913,839,491,100,7341
E02006186,6220,2205,1747,1546,937,186,12841
E02006187,3146,1261,1076,1139,491,111,7224
E02006188,2979,914,828,809,417,106,6053
E02006189,3453,1241,1147,959,496,122,7418
E02006190,6306,1587,1158,1002,622,161,10836
E02006191,4110,1320,1196,1024,353,77,8080
E02006192,4607,1540,1230,1052,452,53,8934
E02006193,3826,997,830,849,387,51,6940
E02006194,5262,1143,803,681,441,109,8439
E02006195,4185,1408,1367,1240,461,81,8742
E02006196,5434,899,668,444,190,39,7674
E02006197,6922,1096,662,552,304,88,9624
E02006198,5731,1285,1003,810,392,73,9294
E02006199,4041,1415,1050,983,459,143,8091
E02006200,5093,1061,807,619,282,69,7931
E02006201,6326,1795,1481,1619,776,124,12121
E02006202,4373,1600,1408,1242,482,65,9170
E02006203,4951,1093,861,706,262,60,7933
E02006204,4280,1134,990,788,357,72,7621
E02006205,3429,1259,1207,1128,399,74,7496
E02006206,5416,1294,844,501,337,81,8473
E02006207,2770,988,969,1030,418,61,6236
E02006208,5004,1227,910,710,319,100,8270
E02006209,5648,1713,1505,1363,639,127,10995
E02006210,2515,1004,921,719,288,49,5496
E02006211,3075,1047,886,906,480,94,6488
E02006212,3861,1171,1130,1057,553,81,7853
E02006213,3413,1143,874,773,317,44,6564
E02006214,3407,901,815,800,313,51,6287
E02006215,3906,1367,1099,1063,446,66,7947
E02006216,4630,1338,1145,1130,390,76,8709
E02006217,4896,1247,1150,1210,559,124,9186
E02006218,4930,1071,840,820,504,121,8286
E02006219,4675,1108,939,677,197,33,7629
E02006220,4178,1084,858,890,351,59,7420
E02006221,3806,986,626,463,138,15,6034
E02006222,4386,873,785,621,221,32,6918
E02006223,5050,729,607,451,135,27,6999
E02006224,4671,1195,941,479,173,15,7474
E02006225,4040,1028,989,753,309,53,7172
E02006226,6394,1242,1024,617,253,48,9578
E02006227,2573,1110,1111,942,429,105,6270
E02006228,3216,911,901,743,284,66,6121
E02006229,2790,862,892,907,391,95,5937
E02006230,5965,1530,1419,1306,746,182,11148
E02006231,4855,1326,1108,854,375,101,8619
E02006232,3041,966,905,787,337,71,6107
E02006233,6492,1689,1316,1334,743,216,11790
E02006234,5989,1394,923,1003,364,78,9751
E02006235,3863,1368,1221,1097,522,129,8200
E02006236,4998,1632,1456,1487,686,103,10362
E02006237,3814,1281,1080,931,480,145,7731
E02006245,4620,1026,866,749,429,88,7778
E02006246,3807,1003,963,741,428,98,7040
E02006247,6160,1097,793,582,234,49,8915
E02006248,5018,1083,836,708,384,80,8109
E02006249,4741,1158,997,715,456,118,8185
E02006250,8209,1212,834,443,187,60,10945
E02006251,8190,1284,787,413,200,54,10928
E02006252,6248,1098,843,585,376,119,9269
E02006253,3433,990,958,835,519,160,6895
E02006254,6529,1168,848,534,294,126,9499
E02006255,5685,1052,714,467,237,53,8208
E02006256,6889,1116,856,548,257,88,9754
E02006257,3582,903,796,646,448,85,6460
E02006258,6129,1156,915,545,270,67,9082
E02006259,4365,834,842,694,289,76,7100
E02006260,5709,1058,946,622,352,59,8746
E02006261,3744,1294,1249,1210,473,100,8070
E02006262,4294,1568,1423,1238,492,103,9118
E02006263,3529,1302,1192,1152,471,66,7712
E02006264,4647,1402,1139,947,456,81,8672
E02006265,3593,1187,1074,934,408,87,7283
E02006266,4712,1528,1448,1303,559,103,9653
E02006267,4277,1511,1359,945,457,66,8615
E02006268,3601,834,799,710,365,98,6407
E02006269,4033,1207,961,773,378,156,7508
E02006270,9108,1783,1199,850,402,125,13467
E02006271,5917,1192,1105,1008,426,100,9748
E02006272,3840,1183,1049,991,477,102,7642
E02006317,3430,814,706,565,267,64,5846
E02006318,3643,1086,750,616,270,100,6465
E02006319,4238,971,706,514,273,83,6785
E02006320,4557,913,599,430,210,20,6729
E02006321,4021,945,597,493,271,132,6459
E02006322,4174,1036,637,428,241,39,6555
E02006323,4562,990,699,600,410,83,7344
E02006324,5191,1116,643,449,252,96,7747
E02006325,5965,1494,840,700,400,105,9504
E02006326,4421,934,630,553,289,77,6904
E02006327,3932,998,648,631,350,91,6650
E02006328,5854,1336,925,695,397,137,9344
E02006329,4365,1184,780,670,350,142,7491
E02006330,5886,1314,936,916,498,174,9724
E02006331,3944,1191,816,656,365,79,7051
E02006332,3779,1022,674,501,317,133,6426
E02006333,6418,1603,1060,863,528,137,10609
E02006334,5310,1488,1063,713,445,143,9162
E02006335,4407,1274,1025,815,397,93,8011
E02006336,4749,1014,624,432,259,37,7115
E02006337,5157,1365,1021,879,461,71,8954
E02006338,4191,1057,758,667,295,55,7023
E02006339,7759,1445,869,611,208,44,10936
E02006341,6601,1325,889,758,416,90,10079
E02006342,5830,863,660,634,438,138,8563
E02006343,5374,1274,926,773,380,80,8807
E02006837,6323,1707,1193,1142,619,155,11139
E02006344,4655,1350,1103,1019,476,101,8704
E02006345,4850,827,659,570,274,52,7232
E02006346,5494,1715,1229,1109,578,148,10273
E02006347,4774,962,801,639,298,61,7535
E02006348,5291,1175,981,811,461,107,8826
E02006349,6428,966,641,471,266,71,8843
E02006350,4665,773,550,368,201,35,6592
E02006351,5749,1242,811,594,276,72,8744
E02006352,5159,734,536,427,190,24,7070
E02006353,3985,874,608,569,293,40,6369
E02006354,5892,1440,994,806,538,111,9781
E02006355,8647,737,503,299,195,43,10424
E02006356,9527,1229,797,452,282,85,12372
E02006357,3595,1004,831,634,230,45,6339
E02006358,7668,687,508,400,211,54,9528
E02006359,3950,869,696,554,241,85,6395
E02006360,4547,1279,917,793,503,227,8266
E02006361,2920,989,768,664,298,66,5705
E02006362,3617,1055,776,730,423,90,6691
E02006363,3404,943,749,629,377,119,6221
E02006364,5170,1011,657,474,250,65,7627
E02006365,3218,977,759,731,434,113,6232
E02006366,4143,1285,1063,890,505,100,7986
E02006367,2802,949,725,782,475,104,5837
E02006368,2650,852,769,707,438,121,5537
E02006369,2635,1127,974,893,496,94,6219
E02006370,3578,992,753,578,294,78,6273
E02006371,4136,1096,845,663,444,145,7329
E02006372,3850,989,720,553,331,65,6508
E02006373,4121,1300,995,790,378,78,7662
E02006374,3681,1261,1004,816,303,58,7123
E02006375,3795,1082,785,678,321,59,6720
E02006376,5040,1293,966,946,634,285,9164
E02006377,3177,982,803,688,348,114,6112
E02006378,5333,1516,960,723,396,94,9022
E02006379,4589,822,578,413,180,49,6631
E02006380,3460,1140,1000,837,504,136,7077
E02006381,3678,1233,952,820,418,103,7204
E02006382,4469,904,585,429,199,60,6646
E02006383,6379,1403,922,834,575,228,10341
E02006384,7502,1436,968,735,423,83,11147
E02006385,8870,1316,745,482,266,59,11738
E02006386,5509,1185,753,603,304,95,8449
E02006387,4154,987,587,574,259,62,6623
E02006388,6054,1266,844,642,250,55,9111
E02006389,4144,1047,788,628,322,64,6993
E02006390,5563,1157,940,704,353,83,8800
E02006391,5199,1025,816,500,199,53,7792
E02006392,5764,1226,953,728,382,125,9178
E02006393,4952,719,467,371,244,60,6813
E02006394,10399,996,755,610,364,67,13191
E02006395,6478,1345,923,566,342,79,9733
E02006396,3314,938,780,708,330,69,6139
E02006397,4017,1012,695,536,372,96,6728
E02006398,5578,1127,749,591,330,78,8453
E02006399,7657,1571,1148,926,520,109,11931
E02006400,3355,891,696,581,294,98,5915
E02006401,6759,1421,946,842,487,129,10584
E02006402,5855,1512,997,968,491,114,9937
E02006403,4255,904,656,433,179,40,6467
E02006404,5564,923,555,426,241,67,7776
E02006405,6813,1535,1106,917,440,93,10904
E02006406,6025,1184,739,466,282,65,8761
E02006407,5146,1389,923,800,459,85,8802
E02006408,5442,1186,777,657,426,63,8551
E02006409,4243,1000,722,536,262,61,6824
E02006410,5595,1092,806,536,300,57,8386
E02006411,3974,1100,808,724,411,83,7100
E02006412,4301,1062,826,772,381,89,7431
E02006413,3389,882,733,625,370,87,6086
E02006414,3412,1026,761,593,331,74,6197
E02006415,3257,1045,792,862,499,104,6559
E02006416,4364,1456,1146,878,466,69,8379
E02006417,3722,840,630,542,255,76,6065
E02006418,3510,1149,828,722,393,118,6720
E02006419,5393,1181,709,478,332,47,8140
E02006420,4286,1237,836,794,497,125,7775
E02006421,5483,1434,926,727,377,82,9029
E02006422,3714,884,661,595,249,28,6131
E02006423,7136,1500,1041,847,545,127,11196
E02006424,3525,953,759,682,370,59,6348
E02006425,4056,960,636,558,281,70,6561
E02006426,3325,851,650,510,188,21,5545
E02006427,4574,993,658,644,424,123,7416
E02006429,4907,1109,822,674,300,67,7879
E02006430,6433,1353,865,700,329,78,9758
E02006431,7319,1554,1130,883,433,151,11470
E02006432,3211,951,629,616,326,117,5850
E02006433,5147,1456,1094,988,643,187,9515
E02006434,3983,911,692,552,304,79,6521
E02006435,3471,1070,790,602,238,67,6238
E02006436,3594,900,646,589,280,89,6098
E02006437,4621,1406,1051,1029,466,183,8756
E02006438,4226,1418,1115,950,391,86,8186
E02006790,4232,1201,973,843,492,117,7858
E02006439,3324,939,677,627,324,44,5935
E02006440,4064,1045,790,719,322,48,6988
E02006441,5348,1024,719,696,474,191,8452
E02006442,3480,924,725,639,420,91,6279
E02006443,4330,982,825,673,405,123,7338
E02006444,4446,978,696,602,326,73,7121
E02006445,5503,913,700,614,290,91,8111
E02006446,3771,1102,836,713,395,97,6914
E02006447,3680,960,706,634,338,75,6393
E02006448,4550,1023,779,629,322,77,7380
E02006449,3716,1084,791,737,524,133,6985
E02006450,4177,1147,847,675,337,80,7263
E02006451,6202,1508,1371,1474,702,146,11403
E02006453,4184,1202,981,1043,551,155,8116
